TABLE_NAME|COLUMN_NAME|DATA_TYPE|NULLABLE
"warehouse"|"w_warehouse_name"|"string"|1
"warehouse"|"w_warehouse_sq_ft"|"int"|1
"warehouse"|"w_street_number"|"string"|1
"warehouse"|"w_street_name"|"string"|1
"warehouse"|"w_street_type"|"string"|1
"warehouse"|"w_suite_number"|"string"|1
"warehouse"|"w_city"|"string"|1
"warehouse"|"w_county"|"string"|1
"warehouse"|"w_state"|"string"|1
"warehouse"|"w_zip"|"string"|1
"warehouse"|"w_country"|"string"|1
"warehouse"|"w_gmt_offset"|"float"|1
"income_band"|"ib_income_band_sk"|"int"|0
"income_band"|"ib_lower_bound"|"int"|1
"income_band"|"ib_upper_bound"|"int"|1
"store_returns"|"sr_returned_date_sk"|"int"|1
"store_returns"|"sr_return_time_sk"|"int"|1
"store_returns"|"sr_item_sk"|"int"|0
"store_returns"|"sr_customer_sk"|"int"|1
"store_returns"|"sr_cdemo_sk"|"int"|1
"store_returns"|"sr_hdemo_sk"|"int"|1
"store_returns"|"sr_addr_sk"|"int"|1
"store_returns"|"sr_store_sk"|"int"|1
"store_returns"|"sr_reason_sk"|"int"|1
"store_returns"|"sr_ticket_number"|"int"|0
"store_returns"|"sr_return_quantity"|"int"|1
"store_returns"|"sr_return_amt"|"float"|1
"store_returns"|"sr_return_tax"|"float"|1
"store_returns"|"sr_return_amt_inc_tax"|"float"|1
"store_returns"|"sr_fee"|"float"|1
"store_returns"|"sr_return_ship_cost"|"float"|1
"store_returns"|"sr_refunded_cash"|"float"|1
"store_returns"|"sr_reversed_charge"|"float"|1
"store_returns"|"sr_store_credit"|"float"|1
"store_returns"|"sr_net_loss"|"float"|1
"customer_demographics"|"cd_demo_sk"|"int"|0
"customer_demographics"|"cd_gender"|"string"|1
"customer_demographics"|"cd_marital_status"|"string"|1
"customer_demographics"|"cd_education_status"|"string"|1
"customer_demographics"|"cd_purchase_estimate"|"int"|1
"customer_demographics"|"cd_credit_rating"|"string"|1
"customer_demographics"|"cd_dep_count"|"int"|1
"customer_demographics"|"cd_dep_employed_count"|"int"|1
"customer_demographics"|"cd_dep_college_count"|"int"|1
"catalog_page"|"cp_catalog_page_sk"|"int"|0
"catalog_page"|"cp_catalog_page_id"|"string"|0
"catalog_page"|"cp_start_date_sk"|"int"|1
"catalog_page"|"cp_end_date_sk"|"int"|1
"catalog_page"|"cp_department"|"string"|1
"catalog_page"|"cp_catalog_number"|"int"|1
"catalog_page"|"cp_catalog_page_number"|"int"|1
"catalog_page"|"cp_description"|"string"|1
"catalog_page"|"cp_type"|"string"|1
"date_dim"|"d_date_sk"|"int"|0
"date_dim"|"d_date_id"|"string"|0
"date_dim"|"d_date"|"string"|1
"date_dim"|"d_month_seq"|"int"|1
"date_dim"|"d_week_seq"|"int"|1
"date_dim"|"d_quarter_seq"|"int"|1
"date_dim"|"d_year"|"int"|1
"date_dim"|"d_dow"|"int"|1
"date_dim"|"d_moy"|"int"|1
"date_dim"|"d_dom"|"int"|1
"date_dim"|"d_qoy"|"int"|1
"date_dim"|"d_fy_year"|"int"|1
"date_dim"|"d_fy_quarter_seq"|"int"|1
"date_dim"|"d_fy_week_seq"|"int"|1
"date_dim"|"d_day_name"|"string"|1
"date_dim"|"d_quarter_name"|"string"|1
"date_dim"|"d_holiday"|"string"|1
"date_dim"|"d_weekend"|"string"|1
"date_dim"|"d_following_holiday"|"string"|1
"date_dim"|"d_first_dom"|"int"|1
"date_dim"|"d_last_dom"|"int"|1
"date_dim"|"d_same_day_ly"|"int"|1
"date_dim"|"d_same_day_lq"|"int"|1
"date_dim"|"d_current_day"|"string"|1
"date_dim"|"d_current_week"|"string"|1
"date_dim"|"d_current_month"|"string"|1
"date_dim"|"d_current_quarter"|"string"|1
"date_dim"|"d_current_year"|"string"|1
"promotion"|"p_promo_sk"|"int"|0
"promotion"|"p_promo_id"|"string"|0
"promotion"|"p_start_date_sk"|"int"|1
"promotion"|"p_end_date_sk"|"int"|1
"promotion"|"p_item_sk"|"int"|1
"promotion"|"p_cost"|"float"|1
"promotion"|"p_response_target"|"int"|1
"promotion"|"p_promo_name"|"string"|1
"promotion"|"p_channel_dmail"|"string"|1
"promotion"|"p_channel_email"|"string"|1
"promotion"|"p_channel_catalog"|"string"|1
"promotion"|"p_channel_tv"|"string"|1
"promotion"|"p_channel_radio"|"string"|1
"promotion"|"p_channel_press"|"string"|1
"promotion"|"p_channel_event"|"string"|1
"promotion"|"p_channel_demo"|"string"|1
"promotion"|"p_channel_details"|"string"|1
"promotion"|"p_purpose"|"string"|1
"promotion"|"p_discount_active"|"string"|1
"web_sales"|"ws_sold_date_sk"|"int"|1
"web_sales"|"ws_sold_time_sk"|"int"|1
"web_sales"|"ws_ship_date_sk"|"int"|1
"web_sales"|"ws_item_sk"|"int"|0
"web_sales"|"ws_bill_customer_sk"|"int"|1
"web_sales"|"ws_bill_cdemo_sk"|"int"|1
"web_sales"|"ws_bill_hdemo_sk"|"int"|1
"web_sales"|"ws_bill_addr_sk"|"int"|1
"web_sales"|"ws_ship_customer_sk"|"int"|1
"web_sales"|"ws_ship_cdemo_sk"|"int"|1
"web_sales"|"ws_ship_hdemo_sk"|"int"|1
"web_sales"|"ws_ship_addr_sk"|"int"|1
"web_sales"|"ws_web_page_sk"|"int"|1
"web_sales"|"ws_web_site_sk"|"int"|1
"web_sales"|"ws_ship_mode_sk"|"int"|1
"web_sales"|"ws_warehouse_sk"|"int"|1
"web_sales"|"ws_promo_sk"|"int"|1
"web_sales"|"ws_order_number"|"int"|0
"web_sales"|"ws_quantity"|"int"|1
"web_sales"|"ws_wholesale_cost"|"float"|1
"web_sales"|"ws_list_price"|"float"|1
"web_sales"|"ws_sales_price"|"float"|1
"web_sales"|"ws_ext_discount_amt"|"float"|1
"web_sales"|"ws_ext_sales_price"|"float"|1
"web_sales"|"ws_ext_wholesale_cost"|"float"|1
"web_sales"|"ws_ext_list_price"|"float"|1
"web_sales"|"ws_ext_tax"|"float"|1
"web_sales"|"ws_coupon_amt"|"float"|1
"web_sales"|"ws_ext_ship_cost"|"float"|1
"web_sales"|"ws_net_paid"|"float"|1
"web_sales"|"ws_net_paid_inc_tax"|"float"|1
"web_sales"|"ws_net_paid_inc_ship"|"float"|1
"web_sales"|"ws_net_paid_inc_ship_tax"|"float"|1
"web_sales"|"ws_net_profit"|"float"|1
"store"|"s_store_sk"|"int"|0
"store"|"s_store_id"|"string"|0
"store"|"s_rec_start_date"|"string"|1
"store"|"s_rec_end_date"|"string"|1
"store"|"s_closed_date_sk"|"int"|1
"store"|"s_store_name"|"string"|1
"store"|"s_number_employees"|"int"|1
"store"|"s_floor_space"|"int"|1
"store"|"s_hours"|"string"|1
"store"|"s_manager"|"string"|1
"store"|"s_market_id"|"int"|1
"store"|"s_geography_class"|"string"|1
"store"|"s_market_desc"|"string"|1
"store"|"s_market_manager"|"string"|1
"store"|"s_division_id"|"int"|1
"store"|"s_division_name"|"string"|1
"store"|"s_company_id"|"int"|1
"store"|"s_company_name"|"string"|1
"store"|"s_street_number"|"string"|1
"store"|"s_street_name"|"string"|1
"store"|"s_street_type"|"string"|1
"store"|"s_suite_number"|"string"|1
"store"|"s_city"|"string"|1
"store"|"s_county"|"string"|1
"store"|"s_state"|"string"|1
"store"|"s_zip"|"string"|1
"store"|"s_country"|"string"|1
"store"|"s_gmt_offset"|"float"|1
"store"|"s_tax_precentage"|"float"|1
