TABLE_NAME|CHUNK_ID|COLUMN_ID|COLUMN_NAME|COLUMN_DATA_TYPE|DISTINCT_VALUE_COUNT|ENCODING_TYPE|VECTOR_COMPRESSION_TYPE|SIZE_IN_BYTES|POINT_ACCESSES|SEQUENTIAL_ACCESSES|MONOTONIC_ACCESSES|RANDOM_ACCESSES
"catalog_sales"|0|19|"cs_wholesale_cost"|"float"|9885|"Dictionary"|"FixedSize2ByteAligned"|170706|0|65535|0|0
"catalog_sales"|0|20|"cs_list_price"|"float"|22651|"Dictionary"|"FixedSize2ByteAligned"|221770|0|65535|0|0
"catalog_sales"|0|21|"cs_sales_price"|"float"|15963|"Dictionary"|"FixedSize2ByteAligned"|195018|0|65535|0|0
"catalog_sales"|0|22|"cs_ext_discount_amt"|"float"|53221|"Dictionary"|"FixedSize2ByteAligned"|344050|0|65535|0|0
"catalog_sales"|0|23|"cs_ext_sales_price"|"float"|53255|"Dictionary"|"FixedSize2ByteAligned"|344186|0|65535|0|0
"catalog_sales"|0|24|"cs_ext_wholesale_cost"|"float"|55459|"Dictionary"|"FixedSize2ByteAligned"|353002|0|65535|0|0
"catalog_sales"|0|25|"cs_ext_list_price"|"float"|59850|"Dictionary"|"FixedSize2ByteAligned"|370566|0|65535|0|0
"catalog_sales"|0|26|"cs_ext_tax"|"float"|23776|"Dictionary"|"FixedSize2ByteAligned"|226270|0|65535|0|0
"catalog_sales"|0|27|"cs_coupon_amt"|"float"|12290|"Dictionary"|"FixedSize2ByteAligned"|180326|0|65535|0|0
"catalog_sales"|0|28|"cs_ext_ship_cost"|"float"|46493|"Dictionary"|"FixedSize2ByteAligned"|317138|0|65535|0|0
"catalog_sales"|0|29|"cs_net_paid"|"float"|53930|"Dictionary"|"FixedSize2ByteAligned"|346886|0|65535|0|0
"catalog_sales"|0|30|"cs_net_paid_inc_tax"|"float"|57772|"Dictionary"|"FixedSize2ByteAligned"|362254|0|65535|0|0
"catalog_sales"|0|31|"cs_net_paid_inc_ship"|"float"|58908|"Dictionary"|"FixedSize2ByteAligned"|366798|0|65535|0|0
"catalog_sales"|0|32|"cs_net_paid_inc_ship_tax"|"float"|62031|"Dictionary"|"FixedSize2ByteAligned"|379290|0|65535|0|0
"catalog_sales"|0|33|"cs_net_profit"|"float"|56579|"Dictionary"|"FixedSize2ByteAligned"|357482|0|65535|0|0
"catalog_sales"|1|0|"cs_sold_date_sk"|"int"|103|"Dictionary"|"FixedSize1ByteAligned"|66043|0|52493535|924300|0
"catalog_sales"|1|1|"cs_sold_time_sk"|"int"|6934|"Dictionary"|"FixedSize2ByteAligned"|158902|0|65535|0|0
"catalog_sales"|1|2|"cs_ship_date_sk"|"int"|191|"Dictionary"|"FixedSize1ByteAligned"|66395|0|6619035|0|0
"catalog_sales"|1|3|"cs_bill_customer_sk"|"int"|7059|"Dictionary"|"FixedSize2ByteAligned"|159402|0|6619035|0|0
"catalog_sales"|1|4|"cs_bill_cdemo_sk"|"int"|7297|"Dictionary"|"FixedSize2ByteAligned"|160354|0|65535|0|0
"catalog_sales"|1|5|"cs_bill_hdemo_sk"|"int"|4603|"Dictionary"|"FixedSize2ByteAligned"|149578|0|65535|0|0
"catalog_sales"|1|6|"cs_bill_addr_sk"|"int"|6765|"Dictionary"|"FixedSize2ByteAligned"|158226|0|65535|0|0
"catalog_sales"|1|7|"cs_ship_customer_sk"|"int"|7050|"Dictionary"|"FixedSize2ByteAligned"|159366|0|65535|0|0
"catalog_sales"|1|8|"cs_ship_cdemo_sk"|"int"|7298|"Dictionary"|"FixedSize2ByteAligned"|160358|0|65535|0|0
"catalog_sales"|1|9|"cs_ship_hdemo_sk"|"int"|4609|"Dictionary"|"FixedSize2ByteAligned"|149602|0|65535|0|0
"catalog_sales"|1|10|"cs_ship_addr_sk"|"int"|6781|"Dictionary"|"FixedSize2ByteAligned"|158290|0|65535|0|0
"catalog_sales"|1|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|65643|0|65535|0|0
"catalog_sales"|1|12|"cs_catalog_page_sk"|"int"|756|"Dictionary"|"FixedSize2ByteAligned"|134190|0|65535|0|0
"catalog_sales"|1|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|65711|0|65535|0|0
"catalog_sales"|1|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|65651|0|65535|0|0
"catalog_sales"|1|15|"cs_item_sk"|"int"|8997|"Dictionary"|"FixedSize2ByteAligned"|167154|0|65535|0|0
"catalog_sales"|1|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|132366|0|65535|0|0
"catalog_sales"|1|17|"cs_order_number"|"int"|7313|"Dictionary"|"FixedSize2ByteAligned"|160418|0|65535|0|0
"catalog_sales"|1|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|66031|0|65535|0|0
"catalog_sales"|1|19|"cs_wholesale_cost"|"float"|9885|"Dictionary"|"FixedSize2ByteAligned"|170706|0|65535|0|0
"catalog_sales"|1|20|"cs_list_price"|"float"|22603|"Dictionary"|"FixedSize2ByteAligned"|221578|0|65535|0|0
"catalog_sales"|1|21|"cs_sales_price"|"float"|15948|"Dictionary"|"FixedSize2ByteAligned"|194958|0|65535|0|0
"catalog_sales"|1|22|"cs_ext_discount_amt"|"float"|53277|"Dictionary"|"FixedSize2ByteAligned"|344274|0|65535|0|0
"catalog_sales"|1|23|"cs_ext_sales_price"|"float"|53359|"Dictionary"|"FixedSize2ByteAligned"|344602|0|65535|0|0
"catalog_sales"|1|24|"cs_ext_wholesale_cost"|"float"|55744|"Dictionary"|"FixedSize2ByteAligned"|354142|0|65535|0|0
"catalog_sales"|1|25|"cs_ext_list_price"|"float"|59718|"Dictionary"|"FixedSize2ByteAligned"|370038|0|65535|0|0
"catalog_sales"|1|26|"cs_ext_tax"|"float"|23795|"Dictionary"|"FixedSize2ByteAligned"|226346|0|65535|0|0
"catalog_sales"|1|27|"cs_coupon_amt"|"float"|12285|"Dictionary"|"FixedSize2ByteAligned"|180306|0|65535|0|0
"catalog_sales"|1|28|"cs_ext_ship_cost"|"float"|46312|"Dictionary"|"FixedSize2ByteAligned"|316414|0|65535|0|0
"catalog_sales"|1|29|"cs_net_paid"|"float"|54164|"Dictionary"|"FixedSize2ByteAligned"|347822|0|65535|0|0
"catalog_sales"|1|30|"cs_net_paid_inc_tax"|"float"|57885|"Dictionary"|"FixedSize2ByteAligned"|362706|0|65535|0|0
"catalog_sales"|1|31|"cs_net_paid_inc_ship"|"float"|58857|"Dictionary"|"FixedSize2ByteAligned"|366594|0|65535|0|0
"catalog_sales"|1|32|"cs_net_paid_inc_ship_tax"|"float"|62152|"Dictionary"|"FixedSize2ByteAligned"|379774|0|65535|0|0
"catalog_sales"|1|33|"cs_net_profit"|"float"|56620|"Dictionary"|"FixedSize2ByteAligned"|357646|0|65535|0|0
"catalog_sales"|2|0|"cs_sold_date_sk"|"int"|63|"Dictionary"|"FixedSize1ByteAligned"|65883|0|52493535|876400|0
"catalog_sales"|2|1|"cs_sold_time_sk"|"int"|6924|"Dictionary"|"FixedSize2ByteAligned"|158862|0|65535|0|0
"catalog_sales"|2|2|"cs_ship_date_sk"|"int"|150|"Dictionary"|"FixedSize1ByteAligned"|66231|0|6619035|0|0
"catalog_sales"|2|3|"cs_bill_customer_sk"|"int"|7022|"Dictionary"|"FixedSize2ByteAligned"|159254|0|6619035|0|0
"catalog_sales"|2|4|"cs_bill_cdemo_sk"|"int"|7267|"Dictionary"|"FixedSize2ByteAligned"|160234|0|65535|0|0
"catalog_sales"|2|5|"cs_bill_hdemo_sk"|"int"|4571|"Dictionary"|"FixedSize2ByteAligned"|149450|0|65535|0|0
"catalog_sales"|2|6|"cs_bill_addr_sk"|"int"|6774|"Dictionary"|"FixedSize2ByteAligned"|158262|0|65535|0|0
"catalog_sales"|2|7|"cs_ship_customer_sk"|"int"|7016|"Dictionary"|"FixedSize2ByteAligned"|159230|0|65535|0|0
"catalog_sales"|2|8|"cs_ship_cdemo_sk"|"int"|7268|"Dictionary"|"FixedSize2ByteAligned"|160238|0|65535|0|0
"catalog_sales"|2|9|"cs_ship_hdemo_sk"|"int"|4544|"Dictionary"|"FixedSize2ByteAligned"|149342|0|65535|0|0
"catalog_sales"|2|10|"cs_ship_addr_sk"|"int"|6767|"Dictionary"|"FixedSize2ByteAligned"|158234|0|65535|0|0
"catalog_sales"|2|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|65643|0|65535|0|0
"catalog_sales"|2|12|"cs_catalog_page_sk"|"int"|648|"Dictionary"|"FixedSize2ByteAligned"|133758|0|65535|0|0
"catalog_sales"|2|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|65711|0|65535|0|0
"catalog_sales"|2|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|65651|0|65535|0|0
"catalog_sales"|2|15|"cs_item_sk"|"int"|8995|"Dictionary"|"FixedSize2ByteAligned"|167146|0|65535|0|0
"catalog_sales"|2|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|132366|0|65535|0|0
"catalog_sales"|2|17|"cs_order_number"|"int"|7285|"Dictionary"|"FixedSize2ByteAligned"|160306|0|65535|0|0
"catalog_sales"|2|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|66031|0|65535|0|0
"catalog_sales"|2|19|"cs_wholesale_cost"|"float"|9890|"Dictionary"|"FixedSize2ByteAligned"|170726|0|65535|0|0
"catalog_sales"|2|20|"cs_list_price"|"float"|22660|"Dictionary"|"FixedSize2ByteAligned"|221806|0|65535|0|0
"catalog_sales"|2|21|"cs_sales_price"|"float"|15926|"Dictionary"|"FixedSize2ByteAligned"|194870|0|65535|0|0
"catalog_sales"|2|22|"cs_ext_discount_amt"|"float"|53173|"Dictionary"|"FixedSize2ByteAligned"|343858|0|65535|0|0
"catalog_sales"|2|23|"cs_ext_sales_price"|"float"|53117|"Dictionary"|"FixedSize2ByteAligned"|343634|0|65535|0|0
"catalog_sales"|2|24|"cs_ext_wholesale_cost"|"float"|55702|"Dictionary"|"FixedSize2ByteAligned"|353974|0|65535|0|0
"catalog_sales"|2|25|"cs_ext_list_price"|"float"|59768|"Dictionary"|"FixedSize2ByteAligned"|370238|0|65535|0|0
"catalog_sales"|2|26|"cs_ext_tax"|"float"|23754|"Dictionary"|"FixedSize2ByteAligned"|226182|0|65535|0|0
"catalog_sales"|2|27|"cs_coupon_amt"|"float"|12008|"Dictionary"|"FixedSize2ByteAligned"|179198|0|65535|0|0
"catalog_sales"|2|28|"cs_ext_ship_cost"|"float"|46307|"Dictionary"|"FixedSize2ByteAligned"|316394|0|65535|0|0
"catalog_sales"|2|29|"cs_net_paid"|"float"|53969|"Dictionary"|"FixedSize2ByteAligned"|347042|0|65535|0|0
"catalog_sales"|2|30|"cs_net_paid_inc_tax"|"float"|57839|"Dictionary"|"FixedSize2ByteAligned"|362522|0|65535|0|0
"catalog_sales"|2|31|"cs_net_paid_inc_ship"|"float"|58866|"Dictionary"|"FixedSize2ByteAligned"|366630|0|65535|0|0
"catalog_sales"|2|32|"cs_net_paid_inc_ship_tax"|"float"|62198|"Dictionary"|"FixedSize2ByteAligned"|379958|0|65535|0|0
"catalog_sales"|2|33|"cs_net_profit"|"float"|56588|"Dictionary"|"FixedSize2ByteAligned"|357518|0|65535|0|0
"catalog_sales"|3|0|"cs_sold_date_sk"|"int"|43|"Dictionary"|"FixedSize1ByteAligned"|65803|0|52493535|889700|0
"catalog_sales"|3|1|"cs_sold_time_sk"|"int"|6911|"Dictionary"|"FixedSize2ByteAligned"|158810|0|65535|0|0
"catalog_sales"|3|2|"cs_ship_date_sk"|"int"|130|"Dictionary"|"FixedSize1ByteAligned"|66151|0|6619035|0|0
"catalog_sales"|3|3|"cs_bill_customer_sk"|"int"|6988|"Dictionary"|"FixedSize2ByteAligned"|159118|0|6619035|0|0
"catalog_sales"|3|4|"cs_bill_cdemo_sk"|"int"|7243|"Dictionary"|"FixedSize2ByteAligned"|160138|0|65535|0|0
"catalog_sales"|3|5|"cs_bill_hdemo_sk"|"int"|4577|"Dictionary"|"FixedSize2ByteAligned"|149474|0|65535|0|0
"catalog_sales"|3|6|"cs_bill_addr_sk"|"int"|6788|"Dictionary"|"FixedSize2ByteAligned"|158318|0|65535|0|0
"catalog_sales"|3|7|"cs_ship_customer_sk"|"int"|6993|"Dictionary"|"FixedSize2ByteAligned"|159138|0|65535|0|0
"catalog_sales"|3|8|"cs_ship_cdemo_sk"|"int"|7243|"Dictionary"|"FixedSize2ByteAligned"|160138|0|65535|0|0
"catalog_sales"|3|9|"cs_ship_hdemo_sk"|"int"|4627|"Dictionary"|"FixedSize2ByteAligned"|149674|0|65535|0|0
"catalog_sales"|3|10|"cs_ship_addr_sk"|"int"|6768|"Dictionary"|"FixedSize2ByteAligned"|158238|0|65535|0|0
"catalog_sales"|3|11|"cs_call_center_sk"|"int"|3|"Dictionary"|"FixedSize1ByteAligned"|65643|0|65535|0|0
"catalog_sales"|3|12|"cs_catalog_page_sk"|"int"|540|"Dictionary"|"FixedSize2ByteAligned"|133326|0|65535|0|0
"catalog_sales"|3|13|"cs_ship_mode_sk"|"int"|20|"Dictionary"|"FixedSize1ByteAligned"|65711|0|65535|0|0
"catalog_sales"|3|14|"cs_warehouse_sk"|"int"|5|"Dictionary"|"FixedSize1ByteAligned"|65651|0|65535|0|0
"catalog_sales"|3|15|"cs_item_sk"|"int"|8995|"Dictionary"|"FixedSize2ByteAligned"|167146|0|65535|0|0
"catalog_sales"|3|16|"cs_promo_sk"|"int"|300|"Dictionary"|"FixedSize2ByteAligned"|132366|0|65535|0|0
"catalog_sales"|3|17|"cs_order_number"|"int"|7254|"Dictionary"|"FixedSize2ByteAligned"|160182|0|65535|0|0
"catalog_sales"|3|18|"cs_quantity"|"int"|100|"Dictionary"|"FixedSize1ByteAligned"|66031|0|65535|0|0
"catalog_sales"|3|19|"cs_wholesale_cost"|"float"|9891|"Dictionary"|"FixedSize2ByteAligned"|170730|0|65535|0|0
"catalog_sales"|3|20|"cs_list_price"|"float"|22612|"Dictionary"|"FixedSize2ByteAligned"|221614|0|65535|0|0
"catalog_sales"|3|21|"cs_sales_price"|"float"|15954|"Dictionary"|"FixedSize2ByteAligned"|194982|0|65535|0|0
"catalog_sales"|3|22|"cs_ext_discount_amt"|"float"|53203|"Dictionary"|"FixedSize2ByteAligned"|343978|0|65535|0|0
"catalog_sales"|3|23|"cs_ext_sales_price"|"float"|53216|"Dictionary"|"FixedSize2ByteAligned"|344030|0|65535|0|0
"catalog_sales"|3|24|"cs_ext_wholesale_cost"|"float"|55309|"Dictionary"|"FixedSize2ByteAligned"|352402|0|65535|0|0
"catalog_sales"|3|25|"cs_ext_list_price"|"float"|59598|"Dictionary"|"FixedSize2ByteAligned"|369558|0|65535|0|0
"catalog_sales"|3|26|"cs_ext_tax"|"float"|23798|"Dictionary"|"FixedSize2ByteAligned"|226358|0|65535|0|0
"catalog_sales"|3|27|"cs_coupon_amt"|"float"|12268|"Dictionary"|"FixedSize2ByteAligned"|180238|0|65535|0|0
"catalog_sales"|3|28|"cs_ext_ship_cost"|"float"|46287|"Dictionary"|"FixedSize2ByteAligned"|316314|0|65535|0|0
"catalog_sales"|3|29|"cs_net_paid"|"float"|54033|"Dictionary"|"FixedSize2ByteAligned"|347298|0|65535|0|0
"catalog_sales"|3|30|"cs_net_paid_inc_tax"|"float"|57825|"Dictionary"|"FixedSize2ByteAligned"|362466|0|65535|0|0
"catalog_sales"|3|31|"cs_net_paid_inc_ship"|"float"|58828|"Dictionary"|"FixedSize2ByteAligned"|366478|0|65535|0|0
"catalog_sales"|3|32|"cs_net_paid_inc_ship_tax"|"float"|62057|"Dictionary"|"FixedSize2ByteAligned"|379394|0|65535|0|0
"catalog_sales"|3|33|"cs_net_profit"|"float"|56443|"Dictionary"|"FixedSize2ByteAligned"|356938|0|65535|0|0
"catalog_sales"|4|0|"cs_sold_date_sk"|"int"|105|"Dictionary"|"FixedSize1ByteAligned"|66051|0|52493535|1490400|0
"catalog_sales"|4|1|"cs_sold_time_sk"|"int"|6902|"Dictionary"|"FixedSize2ByteAligned"|158774|0|65535|0|0
"catalog_sales"|4|2|"cs_ship_date_sk"|"int"|194|"Dictionary"|"FixedSize1ByteAligned"|66407|0|6619035|0|0
"catalog_sales"|4|3|"cs_bill_customer_sk"|"int"|7002|"Dictionary"|"FixedSize2ByteAligned"|159174|0|6619035|556000|0
"catalog_sales"|4|4|"cs_bill_cdemo_sk"|"int"|7237|"Dictionary"|"FixedSize2ByteAligned"|160114|0|65535|0|0
"catalog_sales"|4|5|"cs_bill_hdemo_sk"|"int"|4504|"Dictionary"|"FixedSize2ByteAligned"|149182|0|65535|0|0
"catalog_sales"|4|6|"cs_bill_addr_sk"|"int"|6755|"Dictionary"|"FixedSize2ByteAligned"|158186|0|65535|0|0
"catalog_sales"|4|7|"cs_ship_customer_sk"|"int"|7004|"Dictionary"|"FixedSize2ByteAligned"|159182|0|65535|0|0
"catalog_sales"|4|8|"cs_ship_cdemo_sk"|"int"|7236|"Dictionary"|"FixedSize2ByteAligned"|160110|0|65535|0|0
