QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|GROUP_BY_COLUMN_COUNT|AGGREGATE_COLUMN_COUNT|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|GROUP_BY_KEY_PARTITIONING_NS|AGGREGATING_NS|GROUP_BY_COLUMNS_WRITING_NS|AGGREGATE_COLUMNS_WRITING_NS|OUTPUT_WRITING_NS|RUNTIME_NS|DESCRIPTION
c472acfef2176cba|0x7f984ceef09034daae6de0c08631|0x7f984cf558707562777aae3e90b6|NULL|REFERENCE|inventory|4|2|inv_quantity_on_hand|4|180000|1|45000|21703581|61787994|63|5206639|8877|96006099|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceef09034daae6de0c08631|0x7f984cf558707562777aae3e90b6|NULL|REFERENCE|inventory|4|2|inv_quantity_on_hand|4|180000|1|45000|21703581|61787994|63|5206639|8877|96006099|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|warehouse|4|2|w_warehouse_name|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|warehouse|4|2|w_warehouse_sk|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|item|4|2|i_item_sk|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|date_dim|4|2|d_moy|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|inventory|4|2|inv_quantity_on_hand|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
c472acfef2176cba|0x7f984ceed51045785eac702b57d7|0x7f984cf55e901288ab7e9be6daf3|NULL|REFERENCE|inventory|4|2|inv_quantity_on_hand|4|180000|1|45000|22385079|62935674|58|5061916|8434|97831525|"AggregateHash GroupBy ColumnIDs: 9, 8, 7, 6 Aggregates: STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store|2|7|s_store_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store|2|7|s_store_id|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|store_sales|2|7|ss_sales_price|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
ac2f9c4228030d9d|0x7f984cf3c2103d6138d18bfc3c43|0x7f98536d8090bd5c2cc5d7338ba4|NULL|REFERENCE|date_dim|2|7|d_day_name|44|540754|1|6|69485566|69573310|72|40018|4758|139134952|"AggregateHash GroupBy ColumnIDs: 7, 8 Aggregates: SUM(CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END), SUM(CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END)"
43e0ae6c5f21fc66|0x7f9856fdc5d0478406f836f2181c|0x7f9856174930de553bfc06cad16f|NULL|REFERENCE|date_dim|1|0|d_month_seq|1|31|1|1|28434|8243|3159|64|1121|42905|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: "
43e0ae6c5f21fc66|0x7f984cd428d0895e25d489b2af78|0x7f984cd5d4f0bdc6c2878ebb8f5a|NULL|REFERENCE|item|1|1|i_category|1|18000|1|11|1153062|307802|34|25991|1842|1493230|"AggregateHash GroupBy ColumnIDs: 12 Aggregates: AVG(i_current_price)"
43e0ae6c5f21fc66|0x7f984cd428d0895e25d489b2af78|0x7f984cd5d4f0bdc6c2878ebb8f5a|NULL|REFERENCE|item|1|1|i_current_price|1|18000|1|11|1153062|307802|34|25991|1842|1493230|"AggregateHash GroupBy ColumnIDs: 12 Aggregates: AVG(i_current_price)"
43e0ae6c5f21fc66|0x7f984cd42a1079d220f4d9de06c0|0x7f984cefe5b0df6bea22797c42ff|NULL|REFERENCE|customer_address|1|1|ca_state|2|2858|1|51|134117|41859|32|16536|1590|196798|"AggregateHash GroupBy ColumnIDs: 77 Aggregates: COUNT(*)"
43e0ae6c5f21fc66|0x7f984cd42a1079d220f4d9de06c0|0x7f984cefe5b0df6bea22797c42ff|NULL|REFERENCE|customer|1|1|COUNT(*)|2|2858|1|51|134117|41859|32|16536|1590|196798|"AggregateHash GroupBy ColumnIDs: 77 Aggregates: COUNT(*)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_address|6|10|ca_state|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_demographics|6|10|cd_gender|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_demographics|6|10|cd_marital_status|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_demographics|6|10|cd_dep_count|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_demographics|6|10|cd_dep_employed_count|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_demographics|6|10|cd_dep_college_count|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
f2542843ada8b55c|0x7f984cd8aed0eb85eb5e9c3f8dd9|0x7f984d192dd0560cb32b755bafe1|NULL|REFERENCE|customer_address|6|10|COUNT(*)|4|4968|1|4873|3283574|19328858|48|1786209|4218|26081107|"AggregateHash GroupBy ColumnIDs: 35, 1, 2, 6, 7, 8 Aggregates: COUNT(*), MIN(cd_dep_count), MAX(cd_dep_count), AVG(cd_dep_count), MIN(cd_dep_employed_count), MAX(cd_dep_employed_count), AVG(cd_dep_employed_count), MIN(cd_dep_college_count), MAX(cd_dep_college_count), AVG(cd_dep_college_count)"
