QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|JOIN_MODE|LEFT_TABLE_NAME|LEFT_COLUMN_NAME|LEFT_TABLE_CHUNK_COUNT|LEFT_TABLE_ROW_COUNT|RIGHT_TABLE_NAME|RIGHT_COLUMN_NAME|RIGHT_TABLE_CHUNK_COUNT|RIGHT_TABLE_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|PREDICATE_COUNT|PRIMARY_PREDICATE|IS_FLIPPED|RADIX_BITS|BUILD_SIDE_MATERIALIZING_NS|PROBE_SIDE_MATERIALIZING_NS|CLUSTERING_NS|BUILDING_NS|PROBING_NS|OUTPUT_WRITING_NS|RUNTIME_NS|DESCRIPTION
c472acfef2176cba|0x7f984cf55410950d670b19436bd0|0x7f984cf5509023cb53ddcba345f2|0x7f984cff5af0de553bfc06cad16f|Semi|inventory|inv_date_sk|180|11745000|date_dim|d_date_sk|1|31|4|180000|1|=|TRUE|0|67685|24258609|0|8344|2321643|1089952|28174653|JoinHash (Semi Join where inv_date_sk = d_date_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf554f03e2bb71ecc7133ed|0x7f984d02da50a042ee69e418a4aa|0x7f984cff5af0de553bfc06cad16f|Inner|inventory|inv_date_sk|4|180000|date_dim|d_date_sk|1|31|4|180000|1|=|TRUE|0|56053|1909780|0|3750|3424577|2854725|8266834|JoinHash (Inner Join where inv_date_sk = d_date_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf556b06eac9dca2b9d0029|0x7f984cf554f03e2bb71ecc7133ed|0x7f984d02e59026884ccf9f2437e4|Inner|inventory|inv_item_sk|4|180000|item|i_item_sk|1|18000|4|180000|1|=|TRUE|0|251279|859298|0|929561|3657422|4142946|9892510|JoinHash (Inner Join where inv_item_sk = i_item_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf558707562777aae3e90b6|0x7f984cf556b06eac9dca2b9d0029|0x7f984d02ebd0f472252904c56ae8|Inner|inventory|inv_warehouse_sk|4|180000|warehouse|w_warehouse_sk|1|5|4|180000|1|=|TRUE|0|42391|925681|0|2883|2111697|4554696|7653530|JoinHash (Inner Join where inv_warehouse_sk = w_warehouse_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf55bf0deb64625a8fbc133|0x7f984cf5509023cb53ddcba345f2|0x7f984d02e81055afe999ba1afbc0|Semi|inventory|inv_date_sk|180|11745000|date_dim|d_date_sk|1|28|4|180000|1|=|TRUE|0|86179|24332407|0|11335|2379191|1147174|30399079|JoinHash (Semi Join where inv_date_sk = d_date_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf55cd0570981db31ad5bd0|0x7f984d02e6d012de135e9e6c212|0x7f984d02e81055afe999ba1afbc0|Inner|inventory|inv_date_sk|4|180000|date_dim|d_date_sk|1|28|4|180000|1|=|TRUE|0|137333|1092614|0|3495|2796815|2283266|6332051|JoinHash (Inner Join where inv_date_sk = d_date_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf55db0da05731be39fa1ad|0x7f984cf55cd0570981db31ad5bd0|0x7f984d02e59026884ccf9f2437e4|Inner|inventory|inv_item_sk|4|180000|item|i_item_sk|1|18000|4|180000|1|=|TRUE|0|324510|895629|0|1036959|3273614|3458104|9043147|JoinHash (Inner Join where inv_item_sk = i_item_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf55e901288ab7e9be6daf3|0x7f984cf55db0da05731be39fa1ad|0x7f984d02ebd0f472252904c56ae8|Inner|inventory|inv_warehouse_sk|4|180000|warehouse|w_warehouse_sk|1|5|4|180000|1|=|TRUE|0|40155|942640|0|2847|2210532|4320370|7533481|JoinHash (Inner Join where inv_warehouse_sk = w_warehouse_sk) Radix bits: 0
c472acfef2176cba|0x7f984cf561308fcce6fb2600695c|0x7f985030cf90709a93d06201452e|0x7f985030df506be483ea1cb9bfbd|Inner|item|i_item_sk|1|3080|item|i_item_sk|1|3170|1|1099|1|=|FALSE|0|98920|28024|0|175607|26790|25440|394396|JoinHash (Inner Join where i_item_sk = i_item_sk) Radix bits: 0
ac2f9c4228030d9d|0x7f984d196f70d798a3ffdbc4b8fb|0x7f984d1972105923d0b9db36e84a|0x7f984d2454b01c2acb04888a954b|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|366|44|553861|1|=|TRUE|0|43378|10166791|0|28661|4923035|2215712|17469225|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
ac2f9c4228030d9d|0x7f984d196e9071c5ff22c7fb513|0x7f984d24c870bba764616af904fd|0x7f984d2454b01c2acb04888a954b|Inner|store_sales|ss_sold_date_sk|44|553861|date_dim|d_date_sk|1|366|44|553861|1|=|TRUE|0|61045|4807738|0|26049|7011489|7122805|19113975|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
ac2f9c4228030d9d|0x7f984d196a303cfa11e7a51d73e|0x7f984d196e9071c5ff22c7fb513|0x7f984d196cd052b378e3676261b2|Inner|store_sales|ss_store_sk|44|553861|store|s_store_sk|1|12|44|540754|1|=|TRUE|0|56661|3615266|0|5144|7281943|10397468|21435792|JoinHash (Inner Join where ss_store_sk = s_store_sk) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefee703ce0ddd47cc8afd0|0x7f984ceff03070778bb9dfb296e7|0x7f9856fdc5d0478406f836f2181c|Semi|date_dim|d_month_seq|2|73049|date_dim|d_month_seq|1|1|1|31|1|=|TRUE|0|60245|167902|0|2731|4139|7979|264929|JoinHash (Semi Join where d_month_seq = d_month_seq) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefef50d92661d746273463|0x7f9856178d50bd3dcf65bd2127f2|0x7f984cd5ec10abbec16ec2010324|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|31|44|29757|1|=|TRUE|0|37291|7758065|0|5347|287491|1028759|9234678|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefecb05bcc37342b9fe1da|0x7f984cd5d8b04cbf9441c46e99f|0x7f984cd5ec10abbec16ec2010324|Inner|store_sales|ss_sold_date_sk|44|29757|date_dim|d_date_sk|1|31|44|29757|1|=|TRUE|0|41830|306840|0|4946|515381|1057255|1960649|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefeaf0a1658b1259c8c513|0x7f984cd5dbd07ab64a086fb5d0b8|0x7f984cd5d8107f81a42173d42b03|Inner|customer|c_current_addr_sk|2|100000|customer_address|ca_address_sk|1|50000|2|100000|1|=|TRUE|0|321464|787645|0|4378806|2947974|1173373|9885974|JoinHash (Inner Join where c_current_addr_sk = ca_address_sk) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefebd074ed4bc01637622d|0x7f984cefecb05bcc37342b9fe1da|0x7f984cefeaf0a1658b1259c8c513|Inner|store_sales|ss_customer_sk|44|29757|customer|c_customer_sk|2|100000|2|29100|1|=|FALSE|0|825436|261677|0|1675374|294454|1124757|4263954|JoinHash (Inner Join where ss_customer_sk = c_customer_sk) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefe850c6575a1f7ee758ea|0x7f984cd5d4f0bdc6c2878ebb8f5a|0x7f984cf1b7505f0aa53fda4ceb0f|Semi|item|i_category|1|18000|item|i_category|1|11|1|1841|2|=|TRUE|0|57213|1394029|0|24003|2041727|25937|3588227|JoinHash (Semi Join where i_category = i_category AND i_current_price > 1.2 * AVG(i_current_price)) Radix bits: 0
43e0ae6c5f21fc66|0x7f984cefe5b0df6bea22797c42ff|0x7f984cefebd074ed4bc01637622d|0x7f984cefe850c6575a1f7ee758ea|Inner|store_sales|ss_item_sk|2|29100|item|i_item_sk|1|1841|2|2858|1|=|TRUE|0|64069|1543676|0|105861|55291|180368|1970439|JoinHash (Inner Join where ss_item_sk = i_item_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d193f5061b4c570146ce832|0x7f984cf5659027f6a95555b6cac8|0x7f984cff5e107ab64a086fb5d0b8|Semi|customer_demographics|cd_demo_sk|30|1920800|customer|c_current_cdemo_sk|2|100000|30|94215|1|=|TRUE|0|2151706|6767936|0|11141140|4229410|1166680|26013590|JoinHash (Semi Join where cd_demo_sk = c_current_cdemo_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d194030d4c39bfe8d405732|0x7f984d122e507b5d2f7e2e4033aa|0x7f984cff5e107ab64a086fb5d0b8|Inner|customer_demographics|cd_demo_sk|30|94215|customer|c_current_cdemo_sk|2|100000|2|96562|1|=|FALSE|0|1634494|1561078|0|10006078|3730042|1574210|19040794|JoinHash (Inner Join where cd_demo_sk = c_current_cdemo_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d193d908e7ab1c079b05474|0x7f984d194030d4c39bfe8d405732|0x7f984d1229507f81a42173d42b03|Inner|customer|c_current_addr_sk|2|96562|customer_address|ca_address_sk|1|50000|2|96562|1|=|TRUE|0|296631|717102|0|3819217|2442006|1768240|9336787|JoinHash (Inner Join where c_current_addr_sk = ca_address_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d193930c2c0646fb3fd176e|0x7f984d193af0a729ad31b6529c3a|0x7f984d1230309b8eaef641cfb146|Semi|web_sales|ws_sold_date_sk|11|719384|date_dim|d_date_sk|1|274|11|78962|1|=|TRUE|0|45825|1919819|0|26236|545568|217451|2786513|JoinHash (Semi Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d193a1034e0391c9e6877cf|0x7f984d122d10d10da2a71d491173|0x7f984d1230309b8eaef641cfb146|Inner|web_sales|ws_sold_date_sk|11|78962|date_dim|d_date_sk|1|274|11|78962|1|=|TRUE|0|49689|460876|0|21700|924346|994594|2468634|JoinHash (Inner Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d1935b02015b3ff20f9996e|0x7f984d193d908e7ab1c079b05474|0x7f984d193a1034e0391c9e6877cf|Semi|customer|c_customer_sk|2|96562|web_sales|ws_bill_customer_sk|11|78962|2|6213|1|=|TRUE|0|700450|326622|0|2446414|93455|219388|3837649|JoinHash (Semi Join where c_customer_sk = ws_bill_customer_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d1933f075383e7451ee5eff|0x7f984d193690c8e239941d038f48|0x7f984d1230309b8eaef641cfb146|Semi|catalog_sales|cs_sold_date_sk|22|1441548|date_dim|d_date_sk|1|274|4|159183|1|=|TRUE|0|40852|3285855|0|20817|1157071|521594|5074505|JoinHash (Semi Join where cs_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d1934d0f6db6f1635c37568|0x7f984d122770433089dd8c2af38a|0x7f984d1230309b8eaef641cfb146|Inner|catalog_sales|cs_sold_date_sk|4|159183|date_dim|d_date_sk|1|274|4|159183|1|=|TRUE|0|40527|858211|0|21159|1758238|1918699|4613861|JoinHash (Inner Join where cs_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d19307074973c939dfc5ff7|0x7f984d193d908e7ab1c079b05474|0x7f984d1934d0f6db6f1635c37568|Semi|customer|c_customer_sk|2|96562|catalog_sales|cs_ship_customer_sk|4|159183|2|15741|1|=|TRUE|1|1041766|452494|747570|2639208|181491|409768|5650932|JoinHash (Semi Join where c_customer_sk = cs_ship_customer_sk) Radix bits: 1
f2542843ada8b55c|0x7f984d1933109b9d4882fcdb1e3|0x7f984d1932308f17c99a53f828c6|0x7f984d1230309b8eaef641cfb146|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|274|44|306745|1|=|TRUE|0|42502|8879056|0|21090|2199901|856305|12101098|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d192cf04c74c6dc19becd11|0x7f984d1226305a819f751a9e7b99|0x7f984d1230309b8eaef641cfb146|Inner|store_sales|ss_sold_date_sk|44|306745|date_dim|d_date_sk|1|274|44|306745|1|=|TRUE|0|45901|1983796|0|21313|3850302|3924410|9894733|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
f2542843ada8b55c|0x7f984d192dd0560cb32b755bafe1|0x7f984d193150699bd65bcf77d165|0x7f984d192cf04c74c6dc19becd11|Semi|customer|c_customer_sk|1|20956|store_sales|ss_customer_sk|44|306745|4|4968|1|=|TRUE|2|3037724|1098731|1137215|3453776|70982|256141|9112848|JoinHash (Semi Join where c_customer_sk = ss_customer_sk) Radix bits: 2
1f3f852eeffeb3fb|0x7f984cf539d0af37bc3519fb93d5|0x7f984cf54450bd3dcf65bd2127f2|0x7f984cf53c70f7ec6a980f27fe91|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|252|44|376252|1|=|TRUE|0|49884|9787176|0|35405|3732428|11386546|25091521|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf52cb0917c4cbe128f5b01|0x7f984cf539d0af37bc3519fb93d5|0x7f984cf52bd0e8f9bb8d31ea25d6|Semi|store_sales|ss_hdemo_sk|44|376252|household_demographics|hd_demo_sk|1|800|44|41026|1|=|TRUE|0|65740|2489444|0|65140|381873|681942|3761666|JoinHash (Semi Join where ss_hdemo_sk = hd_demo_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf52d90a37ae6fb98ea9cf3|0x7f984d244dd03ff913b73cb8bcb2|0x7f984cf53c70f7ec6a980f27fe91|Inner|store_sales|ss_sold_date_sk|44|41026|date_dim|d_date_sk|1|252|44|41026|1|=|TRUE|0|50048|492961|0|27449|544077|1077781|2234759|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf53030de0c636d9019ed01|0x7f984cf52d90a37ae6fb98ea9cf3|0x7f984cf52f50721128cea71fe045|Inner|store_sales|ss_store_sk|44|41026|store|s_store_sk|1|12|44|40538|1|=|TRUE|0|36150|638780|0|3328|530333|1707869|2956991|JoinHash (Inner Join where ss_store_sk = s_store_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf53110abf2ebd12187eb6|0x7f984cf53030de0c636d9019ed01|0x7f984cf52bd0e8f9bb8d31ea25d6|Inner|store_sales|ss_hdemo_sk|44|40538|household_demographics|hd_demo_sk|1|800|44|40538|1|=|TRUE|0|52841|396354|0|67289|486506|2155117|3201482|JoinHash (Inner Join where ss_hdemo_sk = hd_demo_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf533b0ea7062c34045fecb|0x7f984cf532d062d290ebc421e5fc|0x7f985030c4505bb382884afec3c9|Semi|customer|c_customer_sk|2|100000|store_sales|ss_customer_sk|1|350|2|349|1|=|TRUE|0|45427|235918|0|35810|9143|6364|346265|JoinHash (Semi Join where c_customer_sk = ss_customer_sk) Radix bits: 0
1f3f852eeffeb3fb|0x7f984cf534901667e5b9da6a9708|0x7f985030c4505bb382884afec3c9|0x7f984d121eb0b93228e28bc1eb1b|Inner|store_sales|ss_customer_sk|1|350|customer|c_customer_sk|2|349|1|350|1|=|TRUE|0|46380|12969|0|34317|7668|12215|123430|JoinHash (Inner Join where ss_customer_sk = c_customer_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02a330d8cbd1e1c750b55a|0x7f984d029a705923d0b9db36e84a|0x7f984cf46830fc8dda57729b02a9|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|92|44|147381|1|=|TRUE|0|51330|8060710|0|9264|1099023|625887|9955066|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02a410188db8f0d73ab15f|0x7f984cff451043284aa3778f52cf|0x7f984cf46830fc8dda57729b02a9|Inner|store_sales|ss_sold_date_sk|44|147381|date_dim|d_date_sk|1|92|44|147381|1|=|TRUE|0|47866|1006335|0|8755|1652515|1861220|4630311|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02a5d0e549f5ba06cd199e|0x7f984d02a4f01469ed734866f157|0x7f984d02a410188db8f0d73ab15f|Semi|customer_address|ca_address_sk|1|50000|store_sales|ss_addr_sk|44|147381|2|11315|1|=|TRUE|1|2273919|274409|676446|2647848|139520|33555|6134717|JoinHash (Semi Join where ca_address_sk = ss_addr_sk) Radix bits: 1
b3cb9453eb547241|0x7f984d02a6b060fe7b74ce108264|0x7f984d02a410188db8f0d73ab15f|0x7f984cff54b0f8833bc8bea5b402|Inner|store_sales|ss_addr_sk|44|147381|customer_address|ca_address_sk|2|11315|44|143944|1|=|TRUE|0|105840|1042099|0|1091615|2250067|2920917|7528181|JoinHash (Inner Join where ss_addr_sk = ca_address_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02a870d7a16bb836f15331|0x7f984d029a705923d0b9db36e84a|0x7f984cff4d308bc4278c74314b9|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|91|44|79545|1|=|TRUE|0|46872|7798620|0|10825|634399|358735|8954856|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02a950895a4f8c8ca91c86|0x7f984cff50f0fb50089d519177f4|0x7f984cff4d308bc4278c74314b9|Inner|store_sales|ss_sold_date_sk|44|79545|date_dim|d_date_sk|1|91|44|79545|1|=|TRUE|0|41109|568698|0|8345|938280|1051449|2661539|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02ab106a6a5a1ab476f676|0x7f984d02a4f01469ed734866f157|0x7f984d02a950895a4f8c8ca91c86|Semi|customer_address|ca_address_sk|1|50000|store_sales|ss_addr_sk|44|79545|1|6461|1|=|TRUE|0|1256330|202770|0|2693843|88933|19519|4304573|JoinHash (Semi Join where ca_address_sk = ss_addr_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02af70f525805173536620|0x7f984d02a950895a4f8c8ca91c86|0x7f984cff43307e719e10ecf6f845|Inner|store_sales|ss_addr_sk|44|79545|customer_address|ca_address_sk|1|6461|44|77668|1|=|TRUE|0|80788|615169|0|582994|1128906|1635881|4112581|JoinHash (Inner Join where ss_addr_sk = ca_address_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b050f6fc688e48808e82|0x7f984ff372d04343895326a1b3aa|0x7f984ff3745020710b80227009d6|Inner|customer_address|ca_county|1|1809|customer_address|ca_county|1|1657|1|1628|1|=|TRUE|0|196011|198684|0|465423|163679|20357|1107488|JoinHash (Inner Join where ca_county = ca_county) Radix bits: 0
b3cb9453eb547241|0x7f984d02b21017b4a11757a59fa3|0x7f984d029a705923d0b9db36e84a|0x7f984cff43d027e5951db7e5f01a|Semi|store_sales|ss_sold_date_sk|44|2880404|date_dim|d_date_sk|1|91|44|84199|1|=|TRUE|0|39617|7629669|0|10201|611028|380535|8766932|JoinHash (Semi Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b2f071c5337173134fae|0x7f984cff4470c68ebc5442a598e7|0x7f984cff43d027e5951db7e5f01a|Inner|store_sales|ss_sold_date_sk|44|84199|date_dim|d_date_sk|1|91|44|84199|1|=|TRUE|0|41059|578737|0|8336|932281|1122480|2725359|JoinHash (Inner Join where ss_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b3d01cb660295f1a8345|0x7f984d02a4f01469ed734866f157|0x7f984d02b2f071c5337173134fae|Semi|customer_address|ca_address_sk|1|50000|store_sales|ss_addr_sk|44|84199|1|6869|1|=|TRUE|0|1126510|206806|0|2706468|97405|20609|4203433|JoinHash (Semi Join where ca_address_sk = ss_addr_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b4b0885bbf947bff5f78|0x7f984d02b2f071c5337173134fae|0x7f984cff45b0df1bc575f18563a0|Inner|store_sales|ss_addr_sk|44|84199|customer_address|ca_address_sk|1|6869|44|82209|1|=|TRUE|0|77613|669358|0|595109|1215826|1741095|4369010|JoinHash (Inner Join where ss_addr_sk = ca_address_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b5909523db5742584d0f|0x7f984d02b050f6fc688e48808e82|0x7f985030b1903e016ebcf20180b1|Inner|customer_address|ca_county|1|1628|customer_address|ca_county|1|1686|1|1503|1|=|FALSE|0|252610|174585|0|426122|146410|42368|1099285|JoinHash (Inner Join where ca_county = ca_county) Radix bits: 0
b3cb9453eb547241|0x7f984d02b7503a90d0cca15b20b6|0x7f984d02b67029b1cefc01ded2cc|0x7f984cff4d308bc4278c74314b9|Semi|web_sales|ws_sold_date_sk|11|719384|date_dim|d_date_sk|1|91|11|20826|1|=|TRUE|0|39192|1687919|0|9818|172576|95260|2035531|JoinHash (Semi Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b8303dd9d4f95034c0f3|0x7f984cff46508b4fdd9f1c34987|0x7f984cff4d308bc4278c74314b9|Inner|web_sales|ws_sold_date_sk|11|20826|date_dim|d_date_sk|1|91|11|20826|1|=|TRUE|0|38533|149900|0|8268|237938|276797|727081|JoinHash (Inner Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b91088499ed1384d5126|0x7f984d02a4f01469ed734866f157|0x7f984d02b8303dd9d4f95034c0f3|Semi|customer_address|ca_address_sk|1|50000|web_sales|ws_bill_addr_sk|11|20826|1|1709|1|=|TRUE|0|408531|137749|0|730912|26627|6947|1326038|JoinHash (Semi Join where ca_address_sk = ws_bill_addr_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02b9f066ff0540631d4ad8|0x7f984d02b8303dd9d4f95034c0f3|0x7f984cff46f02af24d6e700fbfdb|Inner|web_sales|ws_bill_addr_sk|11|20826|customer_address|ca_address_sk|1|1709|11|20824|1|=|TRUE|0|52589|160534|0|158829|276445|421768|1090100|JoinHash (Inner Join where ws_bill_addr_sk = ca_address_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02bad0a429e6107b99adae|0x7f984d02b67029b1cefc01ded2cc|0x7f984cff43d027e5951db7e5f01a|Semi|web_sales|ws_sold_date_sk|11|719384|date_dim|d_date_sk|1|91|11|21652|1|=|TRUE|0|40282|1605302|0|9541|160398|96422|1941893|JoinHash (Semi Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
b3cb9453eb547241|0x7f984d02bbb0eb56a0465d645280|0x7f984cff4790e391e5365ddb3699|0x7f984cff43d027e5951db7e5f01a|Inner|web_sales|ws_sold_date_sk|11|21652|date_dim|d_date_sk|1|91|11|21652|1|=|TRUE|0|38864|156333|0|8200|237433|291571|748623|JoinHash (Inner Join where ws_sold_date_sk = d_date_sk) Radix bits: 0
