QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"warehouse"|"w_warehouse_sk"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"item"|"i_item_sk"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"date_dim"|"d_moy"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985063a310db192dac56ff2dd5"|"0x7f985063a1906020451178e39d15"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|243|1|243|10776|"[Projection] w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END, w_warehouse_sk, i_item_sk, d_moy, AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"warehouse"|"w_warehouse_name"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"warehouse"|"w_warehouse_sk"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"item"|"i_item_sk"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"date_dim"|"d_moy"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f9850af93d09246ee77ca9c664a"|"0x7f985063c410c106aec170d9c663"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3080|1|3080|537759|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"warehouse"|"w_warehouse_name"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"warehouse"|"w_warehouse_sk"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"item"|"i_item_sk"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"date_dim"|"d_moy"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"c472acfef2176cba"|"0x7f985030d410a8f6fc7e649b52dd"|"0x7f985063a91026aa18758cc160da"|"NULL"|"REFERENCE"|"inventory"|"inv_quantity_on_hand"|1|3170|1|3170|477020|"[Projection] w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand), AVG(inv_quantity_on_hand), CASE WHEN AVG(inv_quantity_on_hand) = 0 THEN NULL ELSE STDDEV_SAMP(inv_quantity_on_hand) / AVG(inv_quantity_on_hand) END"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"store_sales"|"ss_sales_price"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"date_dim"|"d_day_name"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"store_sales"|"ss_sales_price"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"date_dim"|"d_day_name"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"store_sales"|"ss_sales_price"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"date_dim"|"d_day_name"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"store_sales"|"ss_sales_price"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
"ac2f9c4228030d9d"|"0x7f98536d8090bd5c2cc5d7338ba4"|"0x7f984d196a303cfa11e7a51d73e"|"NULL"|"REFERENCE"|"date_dim"|"d_day_name"|44|540754|44|540754|175928809|"[Projection] CASE WHEN d_day_name = 'Sunday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Monday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Tuesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Wednesday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Thursday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Friday' THEN ss_sales_price ELSE NULL END, CASE WHEN d_day_name = 'Saturday' THEN ss_sales_price ELSE NULL END, s_store_name, s_store_id"
