QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|GROUP_BY_COLUMN_COUNT|AGGREGATE_COLUMN_COUNT|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|GROUP_BY_KEY_PARTITIONING_NS|AGGREGATING_NS|GROUP_BY_COLUMNS_WRITING_NS|AGGREGATE_COLUMNS_WRITING_NS|OUTPUT_WRITING_NS|RUNTIME_NS|DESCRIPTION
ddebca1029c9858e|0x7fb8630926105f8180bc60f862fd|0x7fb87b097290acd42a34d5fa9e23|NULL|REFERENCE|part|0|2|p_type|4|77194|1|1|79|552539|38|11008|2534|573651|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
ddebca1029c9858e|0x7fb8630926105f8180bc60f862fd|0x7fb87b097290acd42a34d5fa9e23|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|77194|1|1|79|552539|38|11008|2534|573651|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
ddebca1029c9858e|0x7fb8630926105f8180bc60f862fd|0x7fb87b097290acd42a34d5fa9e23|NULL|REFERENCE|lineitem|0|2|l_discount|4|77194|1|1|79|552539|38|11008|2534|573651|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
77fca85fa20e8454|0x7fb87a0cca508659729c0a25717c|0x7fb87a42bc90c6d6acd4d5bec5e2|NULL|REFERENCE|lineitem|0|1|l_extendedprice|1|107|1|1|54|5253|38|6055|1146|14970|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount))"
77fca85fa20e8454|0x7fb87a0cca508659729c0a25717c|0x7fb87a42bc90c6d6acd4d5bec5e2|NULL|REFERENCE|lineitem|0|1|l_discount|1|107|1|1|54|5253|38|6055|1146|14970|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount))"
cacdfebbc6c4a4a9|0x7fb87a9eae90cc92e6ea7c2d6423|0x7fb86973aa10e95d6c301e2186f0|NULL|REFERENCE|partsupp|1|1|ps_partkey|1|600|1|452|40070|157407|45|43501|1684|249533|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: MIN(ps_supplycost)"
cacdfebbc6c4a4a9|0x7fb87a9eae90cc92e6ea7c2d6423|0x7fb86973aa10e95d6c301e2186f0|NULL|REFERENCE|partsupp|1|1|ps_supplycost|1|600|1|452|40070|157407|45|43501|1684|249533|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: MIN(ps_supplycost)"
3f39001248ecea36|0x7fb8603774503f532307a92326d0|0x7fb87af8ead05fac112064442c41|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|77661|1|1|77|712386|38|11502|2344|730207|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3f39001248ecea36|0x7fb8603774503f532307a92326d0|0x7fb87af8ead05fac112064442c41|NULL|REFERENCE|lineitem|0|2|l_discount|4|77661|1|1|77|712386|38|11502|2344|730207|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3f39001248ecea36|0x7fb8603774503f532307a92326d0|0x7fb87af8ead05fac112064442c41|NULL|REFERENCE|part|0|2|p_type|4|77661|1|1|77|712386|38|11502|2344|730207|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3f39001248ecea36|0x7fb8603774503f532307a92326d0|0x7fb87af8ead05fac112064442c41|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|77661|1|1|77|712386|38|11502|2344|730207|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3f39001248ecea36|0x7fb8603774503f532307a92326d0|0x7fb87af8ead05fac112064442c41|NULL|REFERENCE|lineitem|0|2|l_discount|4|77661|1|1|77|712386|38|11502|2344|730207|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3ea7b045dd721af|0x7fb860379d90d6d15543ee5b561a|0x7fb87af8da50192ba611c520d233|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|70245|1|1|78|486089|37|11015|2730|504295|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3ea7b045dd721af|0x7fb860379d90d6d15543ee5b561a|0x7fb87af8da50192ba611c520d233|NULL|REFERENCE|lineitem|0|2|l_discount|4|70245|1|1|78|486089|37|11015|2730|504295|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3ea7b045dd721af|0x7fb860379d90d6d15543ee5b561a|0x7fb87af8da50192ba611c520d233|NULL|REFERENCE|part|0|2|p_type|4|70245|1|1|78|486089|37|11015|2730|504295|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3ea7b045dd721af|0x7fb860379d90d6d15543ee5b561a|0x7fb87af8da50192ba611c520d233|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|70245|1|1|78|486089|37|11015|2730|504295|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3ea7b045dd721af|0x7fb860379d90d6d15543ee5b561a|0x7fb87af8da50192ba611c520d233|NULL|REFERENCE|lineitem|0|2|l_discount|4|70245|1|1|78|486089|37|11015|2730|504295|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
5a2b866c50993af7|0x7fb87a50ba50830899380fb5d019|0x7fb8721d41d013bc6a789fefd37e|NULL|REFERENCE|customer|1|2|c_phone|16|6275|1|7|127149|117467|39|17433|2766|270530|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
5a2b866c50993af7|0x7fb87a50ba50830899380fb5d019|0x7fb8721d41d013bc6a789fefd37e|NULL|REFERENCE|customer|1|2|COUNT(*)|16|6275|1|7|127149|117467|39|17433|2766|270530|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
5a2b866c50993af7|0x7fb87a50ba50830899380fb5d019|0x7fb8721d41d013bc6a789fefd37e|NULL|REFERENCE|customer|1|2|c_acctbal|16|6275|1|7|127149|117467|39|17433|2766|270530|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(*), SUM(c_acctbal)"
17ec44c1749bf778|0x7fb86c290810fa8beceb2a52aba4|0x7fb87ad5aa90687ddb10c3d26720|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|77317|1|1|65|538345|39|12369|2609|557483|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
17ec44c1749bf778|0x7fb86c290810fa8beceb2a52aba4|0x7fb87ad5aa90687ddb10c3d26720|NULL|REFERENCE|lineitem|0|2|l_discount|4|77317|1|1|65|538345|39|12369|2609|557483|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
17ec44c1749bf778|0x7fb86c290810fa8beceb2a52aba4|0x7fb87ad5aa90687ddb10c3d26720|NULL|REFERENCE|part|0|2|p_type|4|77317|1|1|65|538345|39|12369|2609|557483|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
17ec44c1749bf778|0x7fb86c290810fa8beceb2a52aba4|0x7fb87ad5aa90687ddb10c3d26720|NULL|REFERENCE|lineitem|0|2|l_extendedprice|4|77317|1|1|65|538345|39|12369|2609|557483|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
17ec44c1749bf778|0x7fb86c290810fa8beceb2a52aba4|0x7fb87ad5aa90687ddb10c3d26720|NULL|REFERENCE|lineitem|0|2|l_discount|4|77317|1|1|65|538345|39|12369|2609|557483|"AggregateHash GroupBy ColumnIDs:  Aggregates: SUM(l_extendedprice * (1 - l_discount)), SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)"
3cb753cf8eadaf9d|0x7fb85f72d1d0a695c0fe5f1f4271|0x7fb8583f69d098ccb4c4935fa5b1|NULL|REFERENCE|customer|1|1|c_custkey|16|1534055|1|150000|32109044|164731986|45|10679511|8024|209040623|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
3cb753cf8eadaf9d|0x7fb85f72d1d0a695c0fe5f1f4271|0x7fb8583f69d098ccb4c4935fa5b1|NULL|REFERENCE|orders|1|1|o_orderkey|16|1534055|1|150000|32109044|164731986|45|10679511|8024|209040623|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
3cb753cf8eadaf9d|0x7fb85f72cf50dd4a5132fcee7a4c|0x7fb84a000f502dcc0695ecdfe573|NULL|REFERENCE|orders|1|1|o_orderkey|1|150000|1|42|4637885|1158303|26|15375|1654|5820384|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
3cb753cf8eadaf9d|0x7fb85f72cf50dd4a5132fcee7a4c|0x7fb84a000f502dcc0695ecdfe573|NULL|REFERENCE|orders|1|1|COUNT(*)|1|150000|1|42|4637885|1158303|26|15375|1654|5820384|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
6915007f60da0291|0x7fb87b2023d0eae034e670fa2a54|0x7fb86d28ca10b4545f1c0d74ac1d|NULL|REFERENCE|lineitem|1|2|l_shipmode|184|31295|1|2|1161835|661529|41|20379|3025|1859610|"AggregateHash GroupBy ColumnIDs: 2 Aggregates: SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
6915007f60da0291|0x7fb87b2023d0eae034e670fa2a54|0x7fb86d28ca10b4545f1c0d74ac1d|NULL|REFERENCE|orders|1|2|o_orderpriority|184|31295|1|2|1161835|661529|41|20379|3025|1859610|"AggregateHash GroupBy ColumnIDs: 2 Aggregates: SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
6915007f60da0291|0x7fb87b2023d0eae034e670fa2a54|0x7fb86d28ca10b4545f1c0d74ac1d|NULL|REFERENCE|orders|1|2|o_orderpriority|184|31295|1|2|1161835|661529|41|20379|3025|1859610|"AggregateHash GroupBy ColumnIDs: 2 Aggregates: SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
6915007f60da0291|0x7fb87b2023d0eae034e670fa2a54|0x7fb86d28ca10b4545f1c0d74ac1d|NULL|REFERENCE|orders|1|2|o_orderpriority|184|31295|1|2|1161835|661529|41|20379|3025|1859610|"AggregateHash GroupBy ColumnIDs: 2 Aggregates: SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
6915007f60da0291|0x7fb87b2023d0eae034e670fa2a54|0x7fb86d28ca10b4545f1c0d74ac1d|NULL|REFERENCE|orders|1|2|o_orderpriority|184|31295|1|2|1161835|661529|41|20379|3025|1859610|"AggregateHash GroupBy ColumnIDs: 2 Aggregates: SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
f9a75b2a7796cee7|0x7fb86f24d8d09c29173c3e3fd717|0x7fb8634abd30375c07d3953c7492|NULL|REFERENCE|customer|1|1|c_custkey|16|1533872|1|150000|31285810|156046090|40|10657441|7829|199483929|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
f9a75b2a7796cee7|0x7fb86f24d8d09c29173c3e3fd717|0x7fb8634abd30375c07d3953c7492|NULL|REFERENCE|orders|1|1|o_orderkey|16|1533872|1|150000|31285810|156046090|40|10657441|7829|199483929|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
f9a75b2a7796cee7|0x7fb86f24d5109839752d58a7ed99|0x7fb87ad130104134f467583036f4|NULL|REFERENCE|orders|1|1|o_orderkey|1|150000|1|41|1986177|1164253|35|14595|1628|3171948|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
f9a75b2a7796cee7|0x7fb86f24d5109839752d58a7ed99|0x7fb87ad130104134f467583036f4|NULL|REFERENCE|orders|1|1|COUNT(*)|1|150000|1|41|1986177|1164253|35|14595|1628|3171948|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_custkey|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|nation|2|6|n_name|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|lineitem|2|6|l_extendedprice|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|lineitem|2|6|l_discount|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_comment|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_address|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_phone|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_acctbal|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
9634c0f014c487c|0x7fb87980bbd0d8f960073427f15a|0x7fb86fed2f90762ddd54b0094b77|NULL|REFERENCE|customer|2|6|c_name|92|114929|1|37922|10106913|164200398|42|10456363|10409|191595662|"AggregateHash GroupBy ColumnIDs: 1, 5 Aggregates: SUM(l_extendedprice * (1 - l_discount)), ANY(c_comment), ANY(c_address), ANY(c_phone), ANY(c_acctbal), ANY(c_name)"
662d5e8984be9f4d|0x7fb84ad480d0570e88bbdc2c8af3|0x7fb8620811d0575c6ed274c0d91d|NULL|REFERENCE|customer|1|1|c_custkey|16|1534019|1|150000|31278280|161940705|42|10718032|8099|205463744|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
662d5e8984be9f4d|0x7fb84ad480d0570e88bbdc2c8af3|0x7fb8620811d0575c6ed274c0d91d|NULL|REFERENCE|orders|1|1|o_orderkey|16|1534019|1|150000|31278280|161940705|42|10718032|8099|205463744|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
662d5e8984be9f4d|0x7fb84ad48210b18bd978074c81bd|0x7fb87acf8410178ed8ac664a13c5|NULL|REFERENCE|orders|1|1|o_orderkey|1|150000|1|42|1975796|1173442|30|10137|1572|3166211|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
662d5e8984be9f4d|0x7fb84ad48210b18bd978074c81bd|0x7fb87acf8410178ed8ac664a13c5|NULL|REFERENCE|orders|1|1|COUNT(*)|1|150000|1|42|1975796|1173442|30|10137|1572|3166211|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
56dbd2db920fd364|0x7fb86f24e050f9f43cc66b1d9eb1|0x7fb86c1fd0f05645bb3802baecb0|NULL|REFERENCE|customer|1|1|c_custkey|16|1533791|1|150000|31923469|161862497|46|10685702|7734|205994117|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
56dbd2db920fd364|0x7fb86f24e050f9f43cc66b1d9eb1|0x7fb86c1fd0f05645bb3802baecb0|NULL|REFERENCE|orders|1|1|o_orderkey|16|1533791|1|150000|31923469|161862497|46|10685702|7734|205994117|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
56dbd2db920fd364|0x7fb86f24dc90a404a88eea5f4f6f|0x7fb87ad14a502acbe07b894ebc04|NULL|REFERENCE|orders|1|1|o_orderkey|1|150000|1|42|1978325|1163933|34|10035|1472|3159057|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
56dbd2db920fd364|0x7fb86f24dc90a404a88eea5f4f6f|0x7fb87ad14a502acbe07b894ebc04|NULL|REFERENCE|orders|1|1|COUNT(*)|1|150000|1|42|1978325|1163933|34|10035|1472|3159057|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
5306fb25b39c9a13|0x7fb84193455036e284199785747f|0x7fb86c300d90e07ef40155187564|NULL|REFERENCE|customer|1|1|c_custkey|16|1533923|1|150000|31223416|154775181|39|10614618|8550|198100657|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
5306fb25b39c9a13|0x7fb84193455036e284199785747f|0x7fb86c300d90e07ef40155187564|NULL|REFERENCE|orders|1|1|o_orderkey|16|1533923|1|150000|31223416|154775181|39|10614618|8550|198100657|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: COUNT(o_orderkey)"
5306fb25b39c9a13|0x7fb841934690ad7d742a27938000|0x7fb87ad13310ddd2397a1833e0a9|NULL|REFERENCE|orders|1|1|o_orderkey|1|150000|1|42|1988234|1164888|35|12965|1538|3172556|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
5306fb25b39c9a13|0x7fb841934690ad7d742a27938000|0x7fb87ad13310ddd2397a1833e0a9|NULL|REFERENCE|orders|1|1|COUNT(*)|1|150000|1|42|1988234|1164888|35|12965|1538|3172556|"AggregateHash GroupBy ColumnIDs: 1 Aggregates: COUNT(*)"
6e53188167b613eb|0x7fb82f24b950a26c8784607bed65|0x7fb861cb7f907e08fdfab3b7d8cd|NULL|REFERENCE|lineitem|1|1|l_partkey|92|5959|1|195|222166|536193|38|43778|1933|813126|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: AVG(l_quantity)"
6e53188167b613eb|0x7fb82f24b950a26c8784607bed65|0x7fb861cb7f907e08fdfab3b7d8cd|NULL|REFERENCE|lineitem|1|1|l_quantity|92|5959|1|195|222166|536193|38|43778|1933|813126|"AggregateHash GroupBy ColumnIDs: 0 Aggregates: AVG(l_quantity)"
