QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"a515c8ac5ddb71e8"|"0x7fb87b099d50bdafdb6869e18dc7"|"0x7fb87b23aad044c62589f91ea0d6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|69561|4|69561|26535575|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"a515c8ac5ddb71e8"|"0x7fb87b099d50bdafdb6869e18dc7"|"0x7fb87b23aad044c62589f91ea0d6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|69561|4|69561|26535575|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"a515c8ac5ddb71e8"|"0x7fb87b099d50bdafdb6869e18dc7"|"0x7fb87b23aad044c62589f91ea0d6"|"NULL"|"REFERENCE"|"part"|"p_type"|4|69561|4|69561|26535575|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"a515c8ac5ddb71e8"|"0x7fb87b099d50bdafdb6869e18dc7"|"0x7fb87b23aad044c62589f91ea0d6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|69561|4|69561|26535575|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"a515c8ac5ddb71e8"|"0x7fb87b099d50bdafdb6869e18dc7"|"0x7fb87b23aad044c62589f91ea0d6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|69561|4|69561|26535575|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"ddebca1029c9858e"|"0x7fb87b0971107f0df555f8e647eb"|"0x7fb8630926105f8180bc60f862fd"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|73947|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"ddebca1029c9858e"|"0x7fb87b0971107f0df555f8e647eb"|"0x7fb8630926105f8180bc60f862fd"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|73947|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"ddebca1029c9858e"|"0x7fb87b0971107f0df555f8e647eb"|"0x7fb8630926105f8180bc60f862fd"|"NULL"|"REFERENCE"|"part"|"p_type"|1|1|1|1|73947|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"ddebca1029c9858e"|"0x7fb87b0971107f0df555f8e647eb"|"0x7fb8630926105f8180bc60f862fd"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|73947|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"ddebca1029c9858e"|"0x7fb87b0971107f0df555f8e647eb"|"0x7fb8630926105f8180bc60f862fd"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|73947|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"ddebca1029c9858e"|"0x7fb87b097290acd42a34d5fa9e23"|"0x7fb87b2380d06c6fdf417fb37098"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77194|4|77194|28371844|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"ddebca1029c9858e"|"0x7fb87b097290acd42a34d5fa9e23"|"0x7fb87b2380d06c6fdf417fb37098"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77194|4|77194|28371844|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"ddebca1029c9858e"|"0x7fb87b097290acd42a34d5fa9e23"|"0x7fb87b2380d06c6fdf417fb37098"|"NULL"|"REFERENCE"|"part"|"p_type"|4|77194|4|77194|28371844|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"ddebca1029c9858e"|"0x7fb87b097290acd42a34d5fa9e23"|"0x7fb87b2380d06c6fdf417fb37098"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77194|4|77194|28371844|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"ddebca1029c9858e"|"0x7fb87b097290acd42a34d5fa9e23"|"0x7fb87b2380d06c6fdf417fb37098"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77194|4|77194|28371844|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"77fca85fa20e8454"|"0x7fb87a43ee5069d5b7da7a08f077"|"0x7fb87a0cca508659729c0a25717c"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|8499|"[Projection] 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount))"
"77fca85fa20e8454"|"0x7fb87a43ee5069d5b7da7a08f077"|"0x7fb87a0cca508659729c0a25717c"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|8499|"[Projection] 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount))"
"77fca85fa20e8454"|"0x7fb87a42bc90c6d6acd4d5bec5e2"|"0x7fb8751a94d0d1052d7598123ea6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|107|1|107|181728|"[Projection] l_extendedprice * (1 - l_discount)"
"77fca85fa20e8454"|"0x7fb87a42bc90c6d6acd4d5bec5e2"|"0x7fb8751a94d0d1052d7598123ea6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|107|1|107|181728|"[Projection] l_extendedprice * (1 - l_discount)"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"supplier"|"s_acctbal"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"supplier"|"s_name"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"nation"|"n_name"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"part"|"p_partkey"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"part"|"p_mfgr"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"supplier"|"s_address"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"supplier"|"s_phone"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"cacdfebbc6c4a4a9"|"0x7fb87a72a9103f985de533c34535"|"0x7fb87a9f83f0be36be035529ffdc"|"NULL"|"REFERENCE"|"supplier"|"s_comment"|1|100|1|100|112607|"[Projection] 'TPC-H_Q02', s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment"
"3f39001248ecea36"|"0x7fb87ae65bd05e3ec15256d62a26"|"0x7fb8603774503f532307a92326d0"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|70487|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3f39001248ecea36"|"0x7fb87ae65bd05e3ec15256d62a26"|"0x7fb8603774503f532307a92326d0"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|70487|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3f39001248ecea36"|"0x7fb87ae65bd05e3ec15256d62a26"|"0x7fb8603774503f532307a92326d0"|"NULL"|"REFERENCE"|"part"|"p_type"|1|1|1|1|70487|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3f39001248ecea36"|"0x7fb87ae65bd05e3ec15256d62a26"|"0x7fb8603774503f532307a92326d0"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|70487|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3f39001248ecea36"|"0x7fb87ae65bd05e3ec15256d62a26"|"0x7fb8603774503f532307a92326d0"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|70487|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3f39001248ecea36"|"0x7fb87af8ead05fac112064442c41"|"0x7fb87b234b7010d3730c8edd324b"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77661|4|77661|28556627|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3f39001248ecea36"|"0x7fb87af8ead05fac112064442c41"|"0x7fb87b234b7010d3730c8edd324b"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77661|4|77661|28556627|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3f39001248ecea36"|"0x7fb87af8ead05fac112064442c41"|"0x7fb87b234b7010d3730c8edd324b"|"NULL"|"REFERENCE"|"part"|"p_type"|4|77661|4|77661|28556627|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3f39001248ecea36"|"0x7fb87af8ead05fac112064442c41"|"0x7fb87b234b7010d3730c8edd324b"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77661|4|77661|28556627|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3f39001248ecea36"|"0x7fb87af8ead05fac112064442c41"|"0x7fb87b234b7010d3730c8edd324b"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77661|4|77661|28556627|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3ea7b045dd721af"|"0x7fb87af8db105a4206df03faf14"|"0x7fb860379d90d6d15543ee5b561a"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|61624|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3ea7b045dd721af"|"0x7fb87af8db105a4206df03faf14"|"0x7fb860379d90d6d15543ee5b561a"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|61624|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3ea7b045dd721af"|"0x7fb87af8db105a4206df03faf14"|"0x7fb860379d90d6d15543ee5b561a"|"NULL"|"REFERENCE"|"part"|"p_type"|1|1|1|1|61624|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3ea7b045dd721af"|"0x7fb87af8db105a4206df03faf14"|"0x7fb860379d90d6d15543ee5b561a"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|61624|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3ea7b045dd721af"|"0x7fb87af8db105a4206df03faf14"|"0x7fb860379d90d6d15543ee5b561a"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|61624|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"3ea7b045dd721af"|"0x7fb87af8da50192ba611c520d233"|"0x7fb87b23463031f05e1d05e5bdc6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|70245|4|70245|26097290|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3ea7b045dd721af"|"0x7fb87af8da50192ba611c520d233"|"0x7fb87b23463031f05e1d05e5bdc6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|70245|4|70245|26097290|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3ea7b045dd721af"|"0x7fb87af8da50192ba611c520d233"|"0x7fb87b23463031f05e1d05e5bdc6"|"NULL"|"REFERENCE"|"part"|"p_type"|4|70245|4|70245|26097290|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3ea7b045dd721af"|"0x7fb87af8da50192ba611c520d233"|"0x7fb87b23463031f05e1d05e5bdc6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|70245|4|70245|26097290|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3ea7b045dd721af"|"0x7fb87af8da50192ba611c520d233"|"0x7fb87b23463031f05e1d05e5bdc6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|70245|4|70245|26097290|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"5a2b866c50993af7"|"0x7fb8745c9b90791f94c79f4a05d3"|"0x7fb871a423d0c201152dde386067"|"NULL"|"REFERENCE"|"customer"|"c_phone"|1|7|1|7|25565|"[Projection] 'TPC-H_Q22', SUBSTR(c_phone,1,2), COUNT(*), SUM(c_acctbal)"
"5a2b866c50993af7"|"0x7fb8745c9b90791f94c79f4a05d3"|"0x7fb871a423d0c201152dde386067"|"NULL"|"REFERENCE"|"customer"|"COUNT(*)"|1|7|1|7|25565|"[Projection] 'TPC-H_Q22', SUBSTR(c_phone,1,2), COUNT(*), SUM(c_acctbal)"
"5a2b866c50993af7"|"0x7fb8745c9b90791f94c79f4a05d3"|"0x7fb871a423d0c201152dde386067"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|1|7|1|7|25565|"[Projection] 'TPC-H_Q22', SUBSTR(c_phone,1,2), COUNT(*), SUM(c_acctbal)"
"5a2b866c50993af7"|"0x7fb871a447105ce6ad9d93a8ad80"|"0x7fb878312030d6d9c14b8577d98e"|"NULL"|"REFERENCE"|"customer"|"c_phone"|16|6275|16|6275|2372119|"[Projection] SUBSTR(c_phone,1,2), c_acctbal"
"5a2b866c50993af7"|"0x7fb871a447105ce6ad9d93a8ad80"|"0x7fb878312030d6d9c14b8577d98e"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|16|6275|16|6275|2372119|"[Projection] SUBSTR(c_phone,1,2), c_acctbal"
"17ec44c1749bf778"|"0x7fb87ad5a8504f77ff37241de1b3"|"0x7fb86c290810fa8beceb2a52aba4"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|62546|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"17ec44c1749bf778"|"0x7fb87ad5a8504f77ff37241de1b3"|"0x7fb86c290810fa8beceb2a52aba4"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|62546|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"17ec44c1749bf778"|"0x7fb87ad5a8504f77ff37241de1b3"|"0x7fb86c290810fa8beceb2a52aba4"|"NULL"|"REFERENCE"|"part"|"p_type"|1|1|1|1|62546|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"17ec44c1749bf778"|"0x7fb87ad5a8504f77ff37241de1b3"|"0x7fb86c290810fa8beceb2a52aba4"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|62546|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"17ec44c1749bf778"|"0x7fb87ad5a8504f77ff37241de1b3"|"0x7fb86c290810fa8beceb2a52aba4"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|62546|"[Projection] 'TPC-H_Q14', (100 * SUM(CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END)) / SUM(l_extendedprice * (1 - l_discount))"
"17ec44c1749bf778"|"0x7fb87ad5aa90687ddb10c3d26720"|"0x7fb87afaa290a23b30b76e687f3c"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77317|4|77317|28544200|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"17ec44c1749bf778"|"0x7fb87ad5aa90687ddb10c3d26720"|"0x7fb87afaa290a23b30b76e687f3c"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77317|4|77317|28544200|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"17ec44c1749bf778"|"0x7fb87ad5aa90687ddb10c3d26720"|"0x7fb87afaa290a23b30b76e687f3c"|"NULL"|"REFERENCE"|"part"|"p_type"|4|77317|4|77317|28544200|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"17ec44c1749bf778"|"0x7fb87ad5aa90687ddb10c3d26720"|"0x7fb87afaa290a23b30b76e687f3c"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|4|77317|4|77317|28544200|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"17ec44c1749bf778"|"0x7fb87ad5aa90687ddb10c3d26720"|"0x7fb87afaa290a23b30b76e687f3c"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|4|77317|4|77317|28544200|"[Projection] l_extendedprice * (1 - l_discount), CASE WHEN p_type LIKE 'PROMO%' THEN l_extendedprice * (1 - l_discount) ELSE 0 END"
"3cb753cf8eadaf9d"|"0x7fb86a6868d083acca61cc94da13"|"0x7fb87ad45dd08b277fa9bb1ab4d8"|"NULL"|"REFERENCE"|"orders"|"o_orderkey"|1|42|1|42|41998|"[Projection] 'TPC-H_Q13', COUNT(o_orderkey), COUNT(*)"
"3cb753cf8eadaf9d"|"0x7fb86a6868d083acca61cc94da13"|"0x7fb87ad45dd08b277fa9bb1ab4d8"|"NULL"|"REFERENCE"|"orders"|"COUNT(*)"|1|42|1|42|41998|"[Projection] 'TPC-H_Q13', COUNT(o_orderkey), COUNT(*)"
"6915007f60da0291"|"0x7fb86d28b510ca001b6def79e4e3"|"0x7fb86d28c050eea5fa8758e717ee"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|1|2|1|2|25232|"[Projection] 'TPC-H_Q12', l_shipmode, SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
"6915007f60da0291"|"0x7fb86d28b510ca001b6def79e4e3"|"0x7fb86d28c050eea5fa8758e717ee"|"NULL"|"REFERENCE"|"orders"|"o_orderpriority"|1|2|1|2|25232|"[Projection] 'TPC-H_Q12', l_shipmode, SUM(CASE WHEN o_orderpriority = '1-URGENT' OR o_orderpriority = '2-HIGH' THEN 1 ELSE 0 END), SUM(CASE WHEN o_orderpriority != '1-URGENT' AND o_orderpriority != '2-HIGH' THEN 1 ELSE 0 END)"
