QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION
"3697ea8878c44610"|"REFERENCE"|"customer"|"c_phone"|681243|191004|149546502|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('14', '20', '22', '28', '31', '12', '16')"
"3697ea8878c44610"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681243|282382814|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb6a5050)"
"b612f15b1ade992a"|"REFERENCE"|"customer"|"c_phone"|681247|190734|149780173|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('30', '28', '11', '16', '22', '19', '23')"
"b612f15b1ade992a"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681247|282214171|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb700810)"
"8edcdb857bddd3dc"|"REFERENCE"|"customer"|"c_phone"|681645|190344|149615740|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('11', '28', '22', '27', '13', '30', '31')"
"8edcdb857bddd3dc"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681645|282926743|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb6fedd0)"
"9d57a03831e2a807"|"REFERENCE"|"customer"|"c_phone"|680987|191056|150868896|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('21', '15', '30', '28', '25', '12', '31')"
"9d57a03831e2a807"|"REFERENCE"|"customer"|"c_acctbal"|1500000|680987|282254836|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb6fe290)"
"4732e7e615c36745"|"REFERENCE"|"customer"|"c_phone"|680991|190735|149249810|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('30', '34', '32', '33', '22', '25', '27')"
"4732e7e615c36745"|"REFERENCE"|"customer"|"c_acctbal"|1500000|680991|281543891|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f6426cc35d0)"
"89351ed4982bd184"|"REFERENCE"|"customer"|"c_phone"|680536|191263|150624140|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('21', '15', '19', '20', '17', '26', '25')"
"89351ed4982bd184"|"REFERENCE"|"customer"|"c_acctbal"|1500000|680536|282199936|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f6426cc26d0)"
"2fd525a2b18cb75e"|"REFERENCE"|"customer"|"c_phone"|681176|190887|149879840|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('28', '34', '27', '26', '21', '22', '33')"
"2fd525a2b18cb75e"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681176|283223044|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f6426cc1050)"
"109866e377be7853"|"REFERENCE"|"customer"|"c_phone"|681681|190828|149425603|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('31', '11', '13', '21', '16', '25', '32')"
"109866e377be7853"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681681|281875585|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb412d90)"
"96999433588d6c64"|"REFERENCE"|"customer"|"c_phone"|681258|191123|149375745|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('33', '16', '30', '23', '34', '28', '19')"
"96999433588d6c64"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681258|282562232|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63eb411710)"
"20aa2f348f1b8b1"|"REFERENCE"|"customer"|"c_phone"|681190|190606|149578469|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('26', '30', '21', '19', '10', '11', '13')"
"20aa2f348f1b8b1"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681190|282699017|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63ea795110)"
"102a9413fe4427c0"|"REFERENCE"|"customer"|"c_phone"|681920|190651|151089853|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('11', '14', '17', '26', '16', '31', '24')"
"102a9413fe4427c0"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681920|281937702|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63ea792f50)"
"fac44f2ce80b4ed1"|"REFERENCE"|"customer"|"c_phone"|680488|190539|151128575|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('22', '11', '26', '12', '20', '27', '30')"
"fac44f2ce80b4ed1"|"REFERENCE"|"customer"|"c_acctbal"|1500000|680488|282180127|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63ea7927d0)"
"384c40c10ccb0b10"|"REFERENCE"|"customer"|"c_phone"|681861|190317|149434590|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('32', '27', '30', '24', '11', '31', '29')"
"384c40c10ccb0b10"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681861|282238223|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63e979c710)"
"1bb9c0c0a6dbc95c"|"REFERENCE"|"customer"|"c_phone"|680742|190844|149489216|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('23', '12', '25', '30', '18', '19', '16')"
"1bb9c0c0a6dbc95c"|"REFERENCE"|"customer"|"c_acctbal"|1500000|680742|284723026|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63e979b090)"
"f53f1da663c210e5"|"REFERENCE"|"customer"|"c_phone"|681432|190821|149291208|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('20', '27', '10', '29', '16', '18', '31')"
"f53f1da663c210e5"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681432|284526802|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f6403dde110)"
"145b9f362748fcc9"|"REFERENCE"|"customer"|"c_phone"|681319|190783|149897466|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('28', '26', '21', '11', '22', '33', '12')"
"145b9f362748fcc9"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681319|284584053|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f67ec095210)"
"286cbb28aeb8fed5"|"REFERENCE"|"customer"|"c_phone"|681413|191197|157349727|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('33', '20', '19', '14', '26', '29', '16')"
"286cbb28aeb8fed5"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681413|281739278|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f67ec092150)"
"4178f2c1dc1eb103"|"REFERENCE"|"customer"|"c_phone"|681545|190733|149799508|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('21', '29', '14', '17', '25', '10', '34')"
"4178f2c1dc1eb103"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681545|282669454|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f6da2923250)"
"9bb539be8366eba5"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|29534411|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"9bb539be8366eba5"|"REFERENCE"|"lineitem"|"l_receiptdate"|2404697|1520546|170419611|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"9bb539be8366eba5"|"REFERENCE"|"lineitem"|"l_commitdate"|2404697|1520546|170419611|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"9bb539be8366eba5"|"DATA"|"nation"|"n_name"|25|1|31997|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"
"9bb539be8366eba5"|"REFERENCE"|"lineitem"|"l_receiptdate"|7170398|5038499|772486076|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"9bb539be8366eba5"|"REFERENCE"|"lineitem"|"l_commitdate"|7170398|5038499|772486076|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"5b9e85095aa9bb5c"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|29469662|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"5b9e85095aa9bb5c"|"REFERENCE"|"lineitem"|"l_receiptdate"|2364884|1494906|196618990|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"5b9e85095aa9bb5c"|"REFERENCE"|"lineitem"|"l_commitdate"|2364884|1494906|196618990|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"5b9e85095aa9bb5c"|"DATA"|"nation"|"n_name"|25|1|35705|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"
"5b9e85095aa9bb5c"|"REFERENCE"|"lineitem"|"l_receiptdate"|7058648|4960746|785004516|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"5b9e85095aa9bb5c"|"REFERENCE"|"lineitem"|"l_commitdate"|7058648|4960746|785004516|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"324f9b1f488fb279"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|29644370|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"324f9b1f488fb279"|"REFERENCE"|"lineitem"|"l_receiptdate"|2389148|1511024|164772844|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"324f9b1f488fb279"|"REFERENCE"|"lineitem"|"l_commitdate"|2389148|1511024|164772844|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"324f9b1f488fb279"|"DATA"|"nation"|"n_name"|25|1|36418|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"
"324f9b1f488fb279"|"REFERENCE"|"lineitem"|"l_receiptdate"|7127334|5008911|759271339|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"324f9b1f488fb279"|"REFERENCE"|"lineitem"|"l_commitdate"|7127334|5008911|759271339|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"1d12ec3df1764f20"|"REFERENCE"|"customer"|"c_phone"|682158|190539|149707358|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('10', '30', '27', '29', '24', '16', '31')"
"1d12ec3df1764f20"|"REFERENCE"|"customer"|"c_acctbal"|1500000|682158|283101632|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63f19cebd0)"
"7b588bbff011510c"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|33833386|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"7b588bbff011510c"|"REFERENCE"|"lineitem"|"l_receiptdate"|2392482|1512914|171289885|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"7b588bbff011510c"|"REFERENCE"|"lineitem"|"l_commitdate"|2392482|1512914|171289885|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"7b588bbff011510c"|"DATA"|"nation"|"n_name"|25|1|29181|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"
"7b588bbff011510c"|"REFERENCE"|"lineitem"|"l_receiptdate"|7141535|5016934|780047158|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"7b588bbff011510c"|"REFERENCE"|"lineitem"|"l_commitdate"|7141535|5016934|780047158|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"f635c3d93008b0c5"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|30187996|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"f635c3d93008b0c5"|"REFERENCE"|"lineitem"|"l_receiptdate"|2356038|1489558|171596360|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"f635c3d93008b0c5"|"REFERENCE"|"lineitem"|"l_commitdate"|2356038|1489558|171596360|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"f635c3d93008b0c5"|"DATA"|"nation"|"n_name"|25|1|32472|"TableScan Impl: ColumnVsValue n_name = 'MOZAMBIQUE'"
"f635c3d93008b0c5"|"REFERENCE"|"lineitem"|"l_receiptdate"|7040837|4947789|761123736|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"f635c3d93008b0c5"|"REFERENCE"|"lineitem"|"l_commitdate"|7040837|4947789|761123736|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"fe4de164eacc156e"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|29841287|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"fe4de164eacc156e"|"REFERENCE"|"lineitem"|"l_receiptdate"|2417357|1527384|171953139|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"fe4de164eacc156e"|"REFERENCE"|"lineitem"|"l_commitdate"|2417357|1527384|171953139|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"fe4de164eacc156e"|"DATA"|"nation"|"n_name"|25|1|27957|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"
"fe4de164eacc156e"|"REFERENCE"|"lineitem"|"l_receiptdate"|7201568|5060821|772199245|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"fe4de164eacc156e"|"REFERENCE"|"lineitem"|"l_commitdate"|7201568|5060821|772199245|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"8d7817c5c4819bd2"|"DATA"|"part"|"p_name"|2000000|21770|2216912|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'black' AND 'blacl'"
"8d7817c5c4819bd2"|"REFERENCE"|"lineitem"|"l_shipdate"|101764|99660|2194094|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"8d7817c5c4819bd2"|"DATA"|"nation"|"n_name"|25|1|35228|"TableScan Impl: ColumnVsValue n_name = 'MOZAMBIQUE'"
"cbcb7499e6ba27bc"|"DATA"|"part"|"p_name"|2000000|21770|2225193|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'black' AND 'blacl'"
"cbcb7499e6ba27bc"|"REFERENCE"|"lineitem"|"l_shipdate"|100279|99208|2032752|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"
"cbcb7499e6ba27bc"|"DATA"|"nation"|"n_name"|25|1|43242|"TableScan Impl: ColumnVsValue n_name = 'SAUDI ARABIA'"
"60edb13d14adc5f4"|"DATA"|"orders"|"o_orderstatus"|7900000|7309184|29698099|"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
"60edb13d14adc5f4"|"REFERENCE"|"lineitem"|"l_receiptdate"|2375712|1502999|174923420|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"60edb13d14adc5f4"|"REFERENCE"|"lineitem"|"l_commitdate"|2375712|1502999|174923420|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"60edb13d14adc5f4"|"DATA"|"nation"|"n_name"|25|1|31670|"TableScan Impl: ColumnVsValue n_name = 'FRANCE'"
"60edb13d14adc5f4"|"REFERENCE"|"lineitem"|"l_receiptdate"|7096913|4987853|770829057|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"60edb13d14adc5f4"|"REFERENCE"|"lineitem"|"l_commitdate"|7096913|4987853|770829057|"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
"e2f5f3bf6d76fc06"|"DATA"|"part"|"p_name"|2000000|21780|2247207|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'blanched' AND 'blanchee'"
"e2f5f3bf6d76fc06"|"REFERENCE"|"lineitem"|"l_shipdate"|100958|98991|2100905|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"e2f5f3bf6d76fc06"|"REFERENCE"|"nation"|"n_name"|25|1|40857|"TableScan Impl: ColumnVsValue n_name = 'SAUDI ARABIA'"
"41a5aba3331ff943"|"DATA"|"part"|"p_name"|2000000|21605|2197454|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'navy' AND 'navz'"
"41a5aba3331ff943"|"REFERENCE"|"lineitem"|"l_shipdate"|100043|97997|2069760|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"41a5aba3331ff943"|"DATA"|"nation"|"n_name"|25|1|34521|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"
"ece9123d96e0cbf8"|"DATA"|"part"|"p_name"|2000000|21998|2241346|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'purple' AND 'purplf'"
"ece9123d96e0cbf8"|"REFERENCE"|"lineitem"|"l_shipdate"|102630|100436|2090887|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"ece9123d96e0cbf8"|"REFERENCE"|"nation"|"n_name"|25|1|36478|"TableScan Impl: ColumnVsValue n_name = 'SAUDI ARABIA'"
"2211e4cfcdb482c3"|"DATA"|"part"|"p_name"|2000000|21291|2237829|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'misty' AND 'mistz'"
"2211e4cfcdb482c3"|"REFERENCE"|"lineitem"|"l_shipdate"|97958|96887|2085324|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"
"2211e4cfcdb482c3"|"REFERENCE"|"nation"|"n_name"|25|1|49091|"TableScan Impl: ColumnVsValue n_name = 'INDIA'"
"d1929b5641c2a19c"|"DATA"|"part"|"p_name"|2000000|21632|2225076|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'light' AND 'lighu'"
"d1929b5641c2a19c"|"REFERENCE"|"lineitem"|"l_shipdate"|99347|98495|2050609|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"
"d1929b5641c2a19c"|"DATA"|"nation"|"n_name"|25|1|42688|"TableScan Impl: ColumnVsValue n_name = 'ETHIOPIA'"
"f67b882023fc63a4"|"DATA"|"part"|"p_name"|2000000|21685|2194804|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'drab' AND 'drac'"
"f67b882023fc63a4"|"REFERENCE"|"lineitem"|"l_shipdate"|99512|98519|2084098|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1997-01-01' AND '1998-01-01'"
"f67b882023fc63a4"|"REFERENCE"|"nation"|"n_name"|25|1|45729|"TableScan Impl: ColumnVsValue n_name = 'SAUDI ARABIA'"
"62fdd3834407c323"|"DATA"|"part"|"p_name"|2000000|21606|2217691|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'rosy' AND 'rosz'"
"62fdd3834407c323"|"REFERENCE"|"lineitem"|"l_shipdate"|99067|97933|2037276|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"
"62fdd3834407c323"|"DATA"|"nation"|"n_name"|25|1|29763|"TableScan Impl: ColumnVsValue n_name = 'BRAZIL'"
"dae9f922a205c632"|"DATA"|"part"|"p_name"|2000000|21780|2191577|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'blanched' AND 'blanchee'"
"dae9f922a205c632"|"REFERENCE"|"lineitem"|"l_shipdate"|100958|98991|2047051|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"dae9f922a205c632"|"REFERENCE"|"nation"|"n_name"|25|1|42650|"TableScan Impl: ColumnVsValue n_name = 'FRANCE'"
"11704203746d60ef"|"DATA"|"part"|"p_name"|2000000|21695|2307168|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'royal' AND 'royam'"
"11704203746d60ef"|"REFERENCE"|"lineitem"|"l_shipdate"|101332|99223|2046042|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
