TABLE_NAME|CHUNK_ID|COLUMN_ID|COLUMN_NAME|COLUMN_DATA_TYPE|DISTINCT_VALUE_COUNT|ENCODING_TYPE|VECTOR_COMPRESSION_TYPE|SIZE_IN_BYTES|POINT_ACCESSES|SEQUENTIAL_ACCESSES|MONOTONIC_ACCESSES|RANDOM_ACCESSES
"orders"|1|1|"o_custkey"|"int"|46972|"Dictionary"|"FixedSize2ByteAligned"|319054|0|16530369|7115419|1006676
"orders"|1|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|1|3|"o_totalprice"|"float"|65445|"Dictionary"|"FixedSize2ByteAligned"|392946|0|65535|0|0
"orders"|1|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1432520
"orders"|1|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|362260
"orders"|1|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|1|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|1|8|"o_comment"|"string"|64410|"Dictionary"|"FixedSize2ByteAligned"|5922457|0|65535|0|0
"orders"|2|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|500|26279535|8354626|6782031
"orders"|2|1|"o_custkey"|"int"|46886|"Dictionary"|"FixedSize2ByteAligned"|318710|100|15888065|7765703|1016840
"orders"|2|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|2|3|"o_totalprice"|"float"|65441|"Dictionary"|"FixedSize2ByteAligned"|392930|500|65535|0|200
"orders"|2|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|500|65535|0|1436441
"orders"|2|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|364442
"orders"|2|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|2|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|2|8|"o_comment"|"string"|64322|"Dictionary"|"FixedSize2ByteAligned"|5911094|0|65535|0|0
"orders"|3|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|300|26279535|8341730|6798724
"orders"|3|1|"o_custkey"|"int"|46749|"Dictionary"|"FixedSize2ByteAligned"|318162|100|15829985|7833871|1015587
"orders"|3|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|3|3|"o_totalprice"|"float"|65426|"Dictionary"|"FixedSize2ByteAligned"|392870|300|65535|0|400
"orders"|3|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|300|65535|0|1437821
"orders"|3|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365475
"orders"|3|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|3|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|3|8|"o_comment"|"string"|64653|"Dictionary"|"FixedSize2ByteAligned"|5938305|0|65535|0|0
"orders"|4|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|400|26279535|8358653|6805508
"orders"|4|1|"o_custkey"|"int"|46742|"Dictionary"|"FixedSize2ByteAligned"|318134|100|16483137|7203442|1013890
"orders"|4|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|4|3|"o_totalprice"|"float"|65439|"Dictionary"|"FixedSize2ByteAligned"|392922|400|65535|0|300
"orders"|4|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|400|65535|0|1435262
"orders"|4|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|362937
"orders"|4|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|4|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|4|8|"o_comment"|"string"|64896|"Dictionary"|"FixedSize2ByteAligned"|5955505|0|65535|0|0
"orders"|5|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8385670|6806537
"orders"|5|1|"o_custkey"|"int"|46919|"Dictionary"|"FixedSize2ByteAligned"|318842|0|17911866|5784947|1019176
"orders"|5|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|5|3|"o_totalprice"|"float"|65435|"Dictionary"|"FixedSize2ByteAligned"|392906|0|65535|0|0
"orders"|5|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1441161
"orders"|5|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|367027
"orders"|5|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|5|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|5|8|"o_comment"|"string"|64573|"Dictionary"|"FixedSize2ByteAligned"|5923352|0|65535|0|0
"orders"|6|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8386671|6799207
"orders"|6|1|"o_custkey"|"int"|46934|"Dictionary"|"FixedSize2ByteAligned"|318902|0|16092961|7601436|1021714
"orders"|6|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|6|3|"o_totalprice"|"float"|65424|"Dictionary"|"FixedSize2ByteAligned"|392862|0|65535|0|0
"orders"|6|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1432664
"orders"|6|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|364202
"orders"|6|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|6|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|6|8|"o_comment"|"string"|64843|"Dictionary"|"FixedSize2ByteAligned"|5944782|0|65535|0|0
"orders"|7|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8361462|6805222
"orders"|7|1|"o_custkey"|"int"|46772|"Dictionary"|"FixedSize2ByteAligned"|318254|0|15768565|7911163|1020009
"orders"|7|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|7|3|"o_totalprice"|"float"|65427|"Dictionary"|"FixedSize2ByteAligned"|392874|0|65535|0|0
"orders"|7|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1435782
"orders"|7|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|366204
"orders"|7|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|7|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|7|8|"o_comment"|"string"|64918|"Dictionary"|"FixedSize2ByteAligned"|5956489|0|65535|0|0
"orders"|8|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8378804|6792646
"orders"|8|1|"o_custkey"|"int"|46690|"Dictionary"|"FixedSize2ByteAligned"|317926|0|16798557|6886442|1015444
"orders"|8|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|8|3|"o_totalprice"|"float"|65448|"Dictionary"|"FixedSize2ByteAligned"|392958|0|65535|0|0
"orders"|8|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1439993
"orders"|8|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365271
"orders"|8|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|8|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|8|8|"o_comment"|"string"|65009|"Dictionary"|"FixedSize2ByteAligned"|5962064|0|65535|0|0
"orders"|9|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8349886|6803066
"orders"|9|1|"o_custkey"|"int"|46854|"Dictionary"|"FixedSize2ByteAligned"|318582|0|17325076|6349281|1016183
"orders"|9|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|9|3|"o_totalprice"|"float"|65451|"Dictionary"|"FixedSize2ByteAligned"|392970|0|65535|0|0
"orders"|9|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1431884
"orders"|9|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|363076
"orders"|9|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|9|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|9|8|"o_comment"|"string"|64684|"Dictionary"|"FixedSize2ByteAligned"|5945166|0|65535|0|0
"orders"|10|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|1000|26279535|8366054|6795072
"orders"|10|1|"o_custkey"|"int"|46822|"Dictionary"|"FixedSize2ByteAligned"|318454|0|16024099|7657480|1015030
"orders"|10|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|10|3|"o_totalprice"|"float"|65464|"Dictionary"|"FixedSize2ByteAligned"|393022|1000|65535|0|400
"orders"|10|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|1000|65535|0|1428550
"orders"|10|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|361433
"orders"|10|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|10|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|10|8|"o_comment"|"string"|64948|"Dictionary"|"FixedSize2ByteAligned"|5961881|0|65535|0|0
"orders"|11|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8375801|6802429
"orders"|11|1|"o_custkey"|"int"|46830|"Dictionary"|"FixedSize2ByteAligned"|318486|0|16222429|7462815|1017157
"orders"|11|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|11|3|"o_totalprice"|"float"|65428|"Dictionary"|"FixedSize2ByteAligned"|392878|0|65535|0|0
"orders"|11|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1434999
"orders"|11|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365365
"orders"|11|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|11|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|11|8|"o_comment"|"string"|64803|"Dictionary"|"FixedSize2ByteAligned"|5945919|0|65535|0|0
"orders"|12|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|75|26279535|8335987|6805768
"orders"|12|1|"o_custkey"|"int"|46891|"Dictionary"|"FixedSize2ByteAligned"|318730|25|14990010|8669677|1021397
"orders"|12|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|12|3|"o_totalprice"|"float"|65438|"Dictionary"|"FixedSize2ByteAligned"|392918|75|65535|0|100
"orders"|12|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|75|65535|0|1435777
"orders"|12|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|366048
"orders"|12|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|12|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|12|8|"o_comment"|"string"|64983|"Dictionary"|"FixedSize2ByteAligned"|5951230|0|65535|0|0
"orders"|13|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8357694|6782970
"orders"|13|1|"o_custkey"|"int"|46769|"Dictionary"|"FixedSize2ByteAligned"|318242|0|16663815|6989486|1018104
"orders"|13|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|13|3|"o_totalprice"|"float"|65435|"Dictionary"|"FixedSize2ByteAligned"|392906|0|65535|0|0
"orders"|13|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1431915
"orders"|13|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365860
"orders"|13|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|13|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|13|8|"o_comment"|"string"|64369|"Dictionary"|"FixedSize2ByteAligned"|5917793|0|65535|0|0
"orders"|14|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|400|26279535|8366695|6808338
"orders"|14|1|"o_custkey"|"int"|46721|"Dictionary"|"FixedSize2ByteAligned"|318050|100|17526275|6164629|1017962
"orders"|14|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|14|3|"o_totalprice"|"float"|65458|"Dictionary"|"FixedSize2ByteAligned"|392998|400|65535|0|300
"orders"|14|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|400|65535|0|1428178
"orders"|14|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|362686
"orders"|14|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|14|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|14|8|"o_comment"|"string"|65078|"Dictionary"|"FixedSize2ByteAligned"|5965121|0|65535|0|0
"orders"|15|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|375|26279535|8331820|6804682
"orders"|15|1|"o_custkey"|"int"|46547|"Dictionary"|"FixedSize2ByteAligned"|317354|100|15898296|7761063|1020139
"orders"|15|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|15|3|"o_totalprice"|"float"|65438|"Dictionary"|"FixedSize2ByteAligned"|392918|375|65535|0|325
"orders"|15|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|375|65535|0|1439844
"orders"|15|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365217
"orders"|15|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|15|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|15|8|"o_comment"|"string"|64972|"Dictionary"|"FixedSize2ByteAligned"|5964207|0|65535|0|0
"orders"|16|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|475|26279535|8365800|6797366
"orders"|16|1|"o_custkey"|"int"|46620|"Dictionary"|"FixedSize2ByteAligned"|317646|100|13944895|9733554|1011304
"orders"|16|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|16|3|"o_totalprice"|"float"|65446|"Dictionary"|"FixedSize2ByteAligned"|392950|475|65535|0|225
"orders"|16|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|475|65535|0|1432373
"orders"|16|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|362777
"orders"|16|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|16|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|16|8|"o_comment"|"string"|64808|"Dictionary"|"FixedSize2ByteAligned"|5943784|0|65535|0|0
"orders"|17|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|375|26279535|8352448|6808766
"orders"|17|1|"o_custkey"|"int"|46890|"Dictionary"|"FixedSize2ByteAligned"|318726|100|18759884|4921555|1018267
"orders"|17|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|17|3|"o_totalprice"|"float"|65441|"Dictionary"|"FixedSize2ByteAligned"|392930|375|65535|0|325
"orders"|17|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|375|65535|0|1433509
"orders"|17|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|364057
"orders"|17|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|17|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|17|8|"o_comment"|"string"|64616|"Dictionary"|"FixedSize2ByteAligned"|5934144|0|65535|0|0
"orders"|18|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8385772|6792504
"orders"|18|1|"o_custkey"|"int"|46819|"Dictionary"|"FixedSize2ByteAligned"|318442|0|16025142|7659770|1021225
"orders"|18|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|18|3|"o_totalprice"|"float"|65417|"Dictionary"|"FixedSize2ByteAligned"|392834|0|65535|0|0
"orders"|18|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1439078
"orders"|18|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365086
"orders"|18|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|18|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|18|8|"o_comment"|"string"|64814|"Dictionary"|"FixedSize2ByteAligned"|5950914|0|65535|0|0
"orders"|19|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8360968|6785207
"orders"|19|1|"o_custkey"|"int"|47051|"Dictionary"|"FixedSize2ByteAligned"|319370|0|18087107|5580135|1013167
"orders"|19|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|19|3|"o_totalprice"|"float"|65438|"Dictionary"|"FixedSize2ByteAligned"|392918|0|65535|0|0
"orders"|19|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1437798
"orders"|19|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|361552
"orders"|19|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|19|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|19|8|"o_comment"|"string"|64919|"Dictionary"|"FixedSize2ByteAligned"|5957890|0|65535|0|0
"orders"|20|0|"o_orderkey"|"int"|65535|"Dictionary"|"FixedSize2ByteAligned"|393306|0|26279535|8384970|6806306
"orders"|20|1|"o_custkey"|"int"|46910|"Dictionary"|"FixedSize2ByteAligned"|318806|0|18365820|5333234|1020490
"orders"|20|2|"o_orderstatus"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"orders"|20|3|"o_totalprice"|"float"|65420|"Dictionary"|"FixedSize2ByteAligned"|392846|0|65535|0|0
"orders"|20|4|"o_orderdate"|"string"|2406|"Dictionary"|"FixedSize2ByteAligned"|227438|0|65535|0|1432878
"orders"|20|5|"o_orderpriority"|"string"|5|"Dictionary"|"FixedSize1ByteAligned"|65863|0|65535|0|365249
"orders"|20|6|"o_clerk"|"string"|1000|"Dictionary"|"FixedSize2ByteAligned"|171198|0|65535|0|0
"orders"|20|7|"o_shippriority"|"int"|1|"Dictionary"|"FixedSize1ByteAligned"|65635|0|65535|0|0
"orders"|20|8|"o_comment"|"string"|64931|"Dictionary"|"FixedSize2ByteAligned"|5953454|0|65535|0|0
